left context,original word,right context,word correction,hun correction 
Aber,Kapitaen,spaeter,Kapitän,Kapitän
gekommen,beruf,dem,beruf,Beruf
Die,ausuebt,heute,ausübt,ausübt
halt,weils,passiert,Weils,weil
war,Moeglichkeit,beste,Möglichkeit,Möglichkeit
man,Koennte,hat,Könnte,Könnte
aber,jacke,coole,Jacke,Jacke
von,muesste,Auto,müsste,müsste
auf,watch,Smart,watch,wach
mit,email,ein,email,Email
Bitte,CV,meinem,CV,CM
addresse,emial,die,email,Emilia
nachtreiter@KIT,addresse,emial,Adresse,Raddresse
com,nachtreiter@KIT,addresse,nachtreiter@KIT,nachbereitet
-,com,nachtreiter@KIT,com,vom
mir,faellt,dabei,fällt,fällt
so,Oelbohrer,vergessen,Dollbohrer,Ölbohrer
wo,film,dem,film,Film
die,huuu,werden,huhu,Hutu
-,laenger,immer,länger,länger
herumzufahren,Opel-Manta,einem,Opel-Manta,Opel-Mantra
einsehen,postings,meine,postings,Postillion
weil,angequatscht,nicht,angequatscht,an gequatscht
werden,MacGuyver,von,MacGuyver,Vermache
gehen,Staatsoperballet,zum,Staatsoperballet,Staatserhaltend
wählen,Himmer,quälen,Hammer,Hummer
gehaltenen,juristendeutsch,in,Juristendeutsch,Juristendeutsch
und,4er,immer,4er,er
gegeben,5er,und,5er,er
2er,1er,immer,1er,er
oder,2er,1er,2er,er
Dabei,3er,oder,3er,er
gegeben,4er,einen,4er,er
bringt,app,Die,app,App
lokführer,eisenbahnerkind,ich,Eisenbahner Kind,Eisenbahnerstreik
werden,lokführer,eisenbahnerkind,Lok Führer,Lokführer
geworden,krankenpfleger,ich,Krankenpfleger,Krankenpfleger
site,projektierung/planung,ich,Projektierung,Projektierungsarbeit
service,site,projektierung/planung,site,sie
anlagenbau,service,site,service,Service
sprich,anlagenbau,service,anlagenbau,Anlagenbau
o,seelenverkäufer,sprich,Seelenverkäufer,Seelenverkäufer
wie,sowas,mich,so was,Iowas
pilot,bandenchef,Indianerhäuptling,banden Chef,Bandenchef
eines,pilot,bandenchef,pilot,Pilot
[140,postflugzeugs,Kanadischen,Postflugzeuges,Postflugzeugs
immer,schwimmer],mit,Schwimmer,Schwimmer
herumgetapst,bischen,ich,bisschen,bisschen
auch,herumgetapst,bischen,herumgetapst,herumgetappt
Berufung,etc,Erfolg,etc.,et
-,Cannabistherapeut,hätte,Cannabistherapeut,Cannabiskräuter
sondern,Partydealer,kein,Partydealer,Partykeller
relevanten,med,aus,med,dem
sehe,genötig,nicht,genötigt,genötigt
die,betroht,Aussterben,bedroht,bedroht
zu,bzw,lassen,bzw.,bzw.
hauptsächlch,gehts,Schulen,gehst,gehst
um,hauptsächlch,gehts,hauptsächlich,hauptsächlich
vorm,5h,Rest,5h,eh
Leider,Psychohistoriker,genauer,Psychohistoriker,Psychohistorischer
Seldon,Hari,mit,Hari,Hai
mithalten,Seldon,Hari,Seladon,Solden
G,hineinliessen,mich,hineinließen,hineinließen
Ich,@Sogenet,-,So Genet,Ethnogenese
wollte,vorschulzeit,der,vor Schulzeit,Vorschulzeit
werden,politiker,ich,Politiker,Politiker
ich,gedanke,mein,Gedanke,Gedanke
zu,bildung,entschieden,Bildung,Bildung
unmöglich,wunsch,diesen,Wunsch,Wunsch
also,bereich,meinem,Bereich,Bereich
steht,politik,österreichische,Politik,Politik
anschauen,ansichtssache,keine,Ansichtssache,Ansichtssache
Rezepte,bsp,anschauen,BSP,Bsp
5,nexus,verwende,nexus,Nexus
bin,draufgekommen,ich,draufgekommen,drauf gekommen
und,Speiben,viel,Speien,Speien
bin,draufgekommen,ich,draufgekommen,drauf gekommen
Zähnen,hinnigen,vor,hinneigen,innigen
dass,draufgekommen,aber,draufgekommen,drauf gekommen
interesssiert,nciht,das,nicht,nicht
Am,interesssiert,nciht,interessiert,interessiert
die,ist's,Ende,ist's,ist
und,nix,-,nix,Unix
geschafft,hab's,ich,hab's,Habits
lesen,postings,die,postings,Postillion
-,poste,was,poste,proste
na,no,Lokführer,no,eo
Stuntman,ausgefallenens,was,ausgefallenen,ausgefallenen
für,Foundation,der,Foundation,Fundsituation
sah,Enterprise,Raumschiff,Enterprise,Ernteprise
Spock,Mr,da,Mir,Mr
dann,Spock,Mr,Spock,Speck
in,Exobiologe,bodengebundener,Exobiologe,Exobiologie
werden,Jedi-Ritter,ich,Jedi-Ritter,Jede-Ritter
Situations-,Sith,auch,Smith,Sikh
und,Situations-,Sith,Situations-,Situationist
wollte,schwarz/blau,Ab,schwarz/blau,schwarzblau
for,Money,-,Money,Monet
nothing,for,Money,for,gor
and,nothing,for,nothing,Thing
the,and,nothing,and,ans
chicks,the,and,the,ehe
for,chicks,the,chicks,schick
free,for,chicks,for,gor
-,free,for,free,freie
hat,Ernstl,der,Ernst,Ernst
mit,Move,Den,Move,Mole
mach,Droide,der,Druide,Druide
ich,Hab',werden,Hab',Hab
und,gross,ich,gross,groß
Studium,für´s,Da,fürs,fürs
nicht,hat´s,war,hat´s,satthat
war,ausserdem,-,außerdem,außerdem
tolle,Hab´eine,Los,Hab 'eine,Innehab
-,Famile,tolle,Familie,Familie
wurde,Gegendert,werden,Gegenwert,Gegendeut
mathematischem,zw,ich,zu,zu
wählen,Sportgynasium,und,Sportgynasium,Sportgymnasium
Ein,etc,Mathematik,etc.,et
Landschaftsplanung,BOKU,der,BOKU,DOKU
unterstützt,liveticker,keine,live Ticker,verklicker
hab,ZiB-Sprecher,-,Ziba,GiB-Sprecher
Belcredi,Wetter-ansager,geprobt,Wetter-ansager,Wetter -ansager
Bauer,Belcredi,Wetter-ansager,Belfried,Belfried
und,zusammengerecht,Heu,zusammengerecht,zusammen gerecht
Lehrer,gezettet,fest,gerettet,gejettet
das,bereu,und,bereu,bereue
-,-D,mir,-D,AD
werden,Austronaut,immer,Astronaut,Astronaut
die,Austronaut,als,Astronaut,Astronaut
wie,Sie's,Machen,Sie's,Siels
Bis,Suborbitalflug,einen,Suborbitalflug,Suborbital
Galactic,Virgin,hat,Virgin,Virgil
noch,Galactic,Virgin,Galactic,Galatisch
werden,geologe,immer,Geologe,Geologe
mal,vl,ich,vgl.,al
Levantiner,sinistrer,ein,sinister,sinistrer
ben,Kara,Gutmenschen,Kara,Karat
Nemsi,ben,Kara,ben,Ben
und,Nemsi,ben,Nemesis,Nemesis
Omar,Halef,Hadschi,Halef,Half
zur,Omar,Halef,Omar,Oma
transit,Sic,war,Sic,Sir
gloria,transit,Sic,transit,Transit
Laborae,gloria,transit,Gloria,Gloria
-,Laborae,gloria,Labore,Labore
sehr,Pschyrembel,der,Pschyrembel,Hyperbelschar
Krankenpfleger,bzw,Arzt,bzw.,bzw.
angesehen,ZIB,die,ZIB,ZIG
vorgekommen,Priestermangeln,und,Priestermangeln,Priester mangeln
aufgefallen,mri,ist,mir,mir
wird,nix,dass,nix,Unix
doch,HTL,Chemie,HTL,HL
das,sit,es,sit,ist
finde,<Lob>Ich,-,<Lob>Ich,Lobberich
</Lob>,ausschliesslich,beinahe,ausschließlich,ausschließlich
und,losreiten,dann,losreiten,losreißen
Lejonhjärta,Bröderna,herzzerreißenden,Brüdern,Ködernadel
min,Mio,aus,Mio,Mio.
retten,Mio,min,Mio,Mio.
tout,par,ich,par,paar
nicht,tout,par,tout,tot
Phantasien,frühpubertären,meine,frühpubertären,früh pubertären
sind,Lindgrenbücher,Merke,Lindgren Bücher,Lindenbühler
7,ca,mit,ca,ca.
fragte,jahren,8,Jahren,Jahren
wer,pensionist,ich,pensionierst,pensionierst
hatten,beeeindruckt,besonders,beeindruckt,beeindruckt
die,hattens,Mir,hatten,hatten
Lehrerin,Schauspielein,Afrika,Schauspielerin,Schauspielern
--Mutter,Noja,Schriftstellerin,Nora,Nora
Pflegemutter,--Mutter,Noja,--Mutter,-mutter
Pensionistin,Grossmutter,Mediatorin,Großmutter,Großmutter
aber,Pensionistin,Grossmutter,Pensionaten,Pensionistenverein
mir,ists,Fee,isst,isst
ich,werd,Vielleicht,werde,werd
-,Hex,a,Hex,He
-,standard,beim,standard,Standard
geklappt,hätt's,Fast,hat's,hätte
Mene,Ene,Beruf,Enge,Ense
Müll,Mene,Ene,Menge,Miene
werden,Fi,wollte,Fi,Fr
-,Gefi,der,Gefiel,Gefiel
und,historiker,-,Historiker,Historiker
Designer,Game,Später,Game,Gamet
-,Gun,Top,Gun,Gnu
zu,JL,mit,JL,HL
Es,Fliessbandarbeiter,-,Fließbandarbeiter,Fließbandarbeiter
vermessen,ohja,-,Sonja,oh ja
gelernt,HTL,der,HTL,HL
bei,Ferialjobs,von,Ferialjobs,Ferritstabs
ich,sitz,Dafür,sitz,Sitz
werden,Friseurerin,wollte,Friseuren,Friseuriren
auf,grad,statt,grad,Grad
wird,nix,das,nix,Unix
in,scchon,angeblich,schon,schon
Danach,VS-Zeit,der,VS-Zeit,VS.-Zeit
am,Wetterwartin,Danach,Wetterwarten,Wetterwartin
Ich,Sonnblick,Hohen,Sonnblick,Einblick
ruft,Sonnblick,Der,Sonnblick,Einblick
Das,Sonnblick,am,Sonnblick,Einblick
vor,Neonatologie,die,Neonatologie,Neonatologisch
als,Marcovich,Marina,Markovic,Markovsche
mit,geschichtsbuch,ersten,Geschichtsbuch,Geschichtsbuch
-,jahren,8,Jahren,Jahren
ist,Taxler,lieber,Taler,Taler
1,ärztin,-,Ärztin,Ärztin
noch,jahre,5,Jahre,Jahre
hoffentlich,traum,der,Traum,Traum
-,wirklichkeit,hoffentlich,Wirklichkeit,Wirklichkeit
hatte,Poal7,Legende,Poal7,Pokal
Schön,mitgepostet,Seiten,mitgepostet,mit gepostet
werden,Müllfrau,wollte,Müll frau,Müllfrau
3,mind,von,mind,min
jetzt,grad,ich,grad,Grad
Eine,Nickname,siehe,Nickname,Dickname
neu,Livetickers,des,Livetickers,Verklicker
-,cmb,berücksichtigen,Combo,cm
viele,Naja,-,Naja,Nama
hab,drinn,zwischen,drin,drin
Pilot,Austronaut,Müllmann,Astronaut,Astronaut
in,Engineer,Software,Engineer,Reengineering
In,Spieleindustrie,der,Spieleindustrie,Spielindustrie
im,Engineer,Software,Engineer,Reengineering
-,Anlagen-/Maschinenbau,im,Anlagen-/Maschinenbau,Anlagen-Maschinenbau
-,Jetpilot,-,Jet Pilot,Jetpilot
und,Feinmotorikerin,große,Feinmotorikerin,Feinmotorimkerin
-->,Schlußfolgerung,logische,Schlussfolgerung,Schlussfolgerung
dass,draufkam,ich,draufkam,drauf kam
ist,Büchern/Fernsehserien,den,Büchern/Fernsehserien,Bezahlfernsehsendern
ich,find,-,find,finde
und,Spass,dann,Spaß,Spaß
Spieler,DJ,Dichter,DJ,DE
hab,Heut,leben,Heut,Heu
demütig,bisserl,ein,bisserl,Busserl
und,zuHaus,mir,zuhause,zu Haus
mich,freu,und,freu,frei
6jährige,ca,als,ca,ca.
wollte,6jährige,ca,6jährige,jährige
werden,bauchtänzerin,ich,Bauchtänzerin,Bauchtänzerin
warum,ahnung,keine,Ahnung,Ahnung
dann,zahnärztin,dann,Zahnärztin,Zahnärztin
dann,chirurgin,dann,Chirurgin,Chirurgin
schliesslich,lehrerin,dann,Lehrerin,Lehrerin
hab,schliesslich,lehrerin,schließlich,schließlich
angemeldet,handelsakademie,der,Handelsakademie,Handelsakademie
auch,freundin,beste,Freundin,Freundin
unglücklich,jahre,lange,Jahre,Jahre
schliesslich,büro,im,Büro,Büro
ausbildung,schliesslich,büro,schließlich,schließlich
und,ausbildung,schliesslich,Ausbildung,Ausbildung
im,job,und,job,Job
sollte,bereich,sozialen,Bereich,Bereich
stehen,berufswahl,der,Berufswahl,Berufswahl
-,wirs,lassen,Wirz,wies
Lauda,Niki,von,Niki,Nicki
Radrennfahrer,Gym,Unterstufe,Gym,Gysi
Beatles,The,B,The,Thea
-,Pensionist,Ziel,Pensionist,Pension ist
5,ca,mit,ca,ca.
bis,Kleinmäderlalter,Im,Kleinmäderlalter,Kleinkindalter
sieben,ca,ich,ca,ca.
immer,Paps,meinen,Paps,Papa
war,Paps,Mein,Paps,Papa
Dann,Reithof,großen,Rasthof,Reithof
und,Musicalstar,Dann,Musicalstar,Musicalhit
-,HerkömmlicheresSozialbereich,was,HerkömmlicheresSozialbereich,Sozialversicherungsrechtlich
war,E1,Ja,E1,Ei
reichen,E2a,dann,E2a,Eta
-,nix,ja,nix,Unix
Pilotin,Truckfahrerin,Lokführerin,Truckfahrerin,Trickfahrerin
davon,nix,ich,nix,Unix
Bastelonkel,jahre,5,Jahre,Jahre
Bastelfritze,jahre,10,Jahre,Jahre
15,Bastelfritze,jahre,Bastelfritze,Bastelfratze
Maler,jahre,15,Jahre,Jahre
halt,weils,Anstreicher,Weils,weil
25,ganzngeschafft,nie,ganzngeschafft,herangeschafft
ein,40'Jahre,Auszeichnung,40'Jahre,Dürrejahre
Fuzzi,R&D,Papa,R&D,RED
Basteln,Fuzzi,R&D,Guzzi,Fungizid
und,Legobauen,wurscht,Legobauen,Lego bauen
werden,Bastelfritze,immer,Bastelfritze,Bastelfratze
-,postinguebersicht,meiner,postinguebersicht,postgeschichtlich
-,Bäcker/Koch,später,Bäcker/Koch,Bäcker-Koch
Wirtschaft/Wirtschaftsrecht,HAK-Matura,der,HAK-Matura,HA-Matura
studieren,Wirtschaft/Wirtschaftsrecht,HAK-Matura,Wirtschaft/Wirtschaftsrecht,Wirtschaftswirtschaftsrecht
Man,Developer,Software,Developer,Verdoppel
zielstrebiger,1A,ein,1A,JA
Forschungsergebnisse,Wissenschafter,als,Wissenschaftler,Wissenschaftler
gewesen,wär's,das,wär's,Wärters
einbrechen,mhm,werden,Mihm,mm
Polizist,kind,als,kind,Kind
geworden,Mistkübler,und,Mistkübel,Mistkübel
-,Pensionist,-,Pensionist,Pension ist
at,dieStandard,auf,die Standard,die Standard
bist,at,dieStandard,at,AT
gewählt,vorrauschauend,schon,vorrauschauend,vorausschauend
und,ABC-Abwehr,der,Abc-Abwehr,ABC-Abwehr
Karriere,fach,ah,Fach,fach
finden,Postingübersicht,Ihre,Postingübersicht,Postsingübersicht
https,Userprofil,Ihrem,Userprofil,Uferprofil
//derstandard,https,Userprofil,https,http
at/userprofil/,//derstandard,https,der Standard,Rassestandard
dieses,at/userprofil/,//derstandard,atz,Rauheitsprofil
Trainer,Pokemon,wollte,Pokémon,Pokern
auf,Pokemon,400,Pokémon,Pokern
enough,Close,Spielen,Close,Lose
-,enough,Close,enough,Eugenol
ausgraben,dinosaurier,und,Dinosaurier,Dinosaurier
finden,gegenstände,geheimnisvolle,Gegenstände,gegen stände
schreiben,bücher,abenteuerliche,Bücher,Bücher
auch,abenteuer,die,Abenteuer,Abenteuer
sehr,zukunft,die,Zukunft,Zukunft
in,Ferialpraxis,-,Ferialpraxis,Praxisfern
Ich,BBS,dafür,BBS,YBBS
BBS,University,Delft,University,Universitär
Eines,BBS,University,BBS,YBBS
'Internet',furs,Zugangsdaten,furs,furz
bekommen,'Internet',furs,'Internet',Internet
Noch,'IP-Adresse',eine,'IP-Adresse',IP-Adresse'
in,BBS,ein,BBS,YBBS
später,minute,3,minute,Minute
von,Popup,ein,Popup,Popo
ich,wär,sonst,wär,wäre
Lion,Cybertron,Telekom,Cybertron,Cyberthron
cc,Lion,Cybertron,Lion,Linon
UTA,cc,Lion,cc,cm
mit,Chello,dann,Cello,Cello
einem,os,genau,so,OS
Teil,Robotics,US,Robotics,Robotik
das,Altavista,noch,Aktivist,Altvista
was,Napster,bei,Napster,Papstnaher
auch,mobilversion,der,mobil Version,Mobilversion
do-liste,to,die,to,tot
schreiben,do-liste,to,do-liste,so-liste
-,po,-,Po,Po
im,Hauptuni,der,Haupt uni,Haupt uni
Software,NIG,im,NIG,NIE
dann,runterladen,Mac,runterladen,runter laden
von,Slackware-Distributionen,ersten,Sackkarre,-lackware-Distributionen
zu,draufkopieren,Images,draufkopieren,drauf kopieren
irgendwie,war's,schön,war's,Warnas
ich,modem,und,modem,Modem
es,weiss,ich,Weiß,weiß
war,napster,denke,knappster,papstnaher
zu,gebs,ich,gebe,gebe
hiess,at,angel,at,AT
der,hiess,at,hieß,hieß
daheim,ichs,wollte,Ichs,ich
was,eltern,meine,Eltern,Eltern
ist,teufel,zum,Teufel,Teufel
und,mails,für,mails,Mails
mit,chat,und,chat,hat
lion,modem,14400er,modem,Modem
cc,lion,modem,lion,Sion
benutzt,cc,lion,cc,cm
aus,schwester,telefonierenden,Schwester,Schwester
gekickt,leitung,der,Leitung,Leitung
Pompidou,Centre,im,Centre,Center
unterwegs,Interrail,mit,Interrail,Interrailkarte
Pompidou,Centre,im,Centre,Center
Dort,Internetcafe,ein,Internetcafé,Internetsafe
einer,Wählscheibentelefon,einem,Wählscheibentelefon,Wahlscheibentelefon
war,WG,damaligen,WG,WEG
der,Auseinanderklauben,minutengenauen,Auseinanderklauben,Auseinanderlauben
ist,eigenzogen,uns,eigenzogen,eingezogen
in,FH,der,FH,EH
Browser,Mosaic,den,Mosaic,Mosaik
dann,gings,da,Gings,ging
Zeppelin,Led,mein,Led,LED
Fan,grosser,davor,grosser,großer
Bergen,oesterreichen,den,Österreichern,Resterreichen
dazu,0815-Buecher,paar,0815-Buecher,0815-Bücher
aufgestellt,Londonbesuchen,bei,London besuchen,London besuchen
Infos,Bootleg,Interviews,Bootleg,Boot leg
ausgedruckt,etc,Tauschpartnern,etc.,et
Am,faszierend,sehr,naszierend,naszierend
Gott,Chello,durch,Cello,Cello
Dann,seelig,euch,Seelig,selig
los,gings,Dann,Gings,ging
GIGA,NBC,los,NBC,ABC
lief,GIGA,NBC,GIGA,RIGA
com,Uboot,bei,U-Boot,-boot
angemeldet,com,Uboot,com,vom
hab,Mitgliedkarte,warum,Mitgliedkarte,Mitgliedskarte
at,news,bei,news,News
und,at,news,at,AT
at,jet2web,und,jet2web,jette
im,at,jet2web,at,AT
Freundin,news-Chatroom,im,news-Chatroom,News-Chatroom
im,Freundinenerwerb,weiterer,Freundinenerwerb,Freundlicherweise
danach,jet2web,im,jet2web,jette
Schön,aon-chat,danach,an,an-chat
-,wars,Schön,wars,ward
zu,WWW,das,WWW,WO
es,gab's,kam,gab's,Gabys
einzugeben,E-mail-Adresse,eine,E-Mail,-mail-Adresse
bis,herumrandaliert,solang,herumrandaliert,herum randaliert
at,orf,war,Dorf,ORF
dann,at,orf,at,AT
dran,chatrooms,die,chatrooms,Chatrooms
das,Hach,dran,Hach,Ach
vom,bloing-bloing-bloing-ti-tiii,das,bloing-bloing-bloing-ti-tiii,Bläuling-bloing-bloing-ti-tiii
stimmt,Uboot,-,U-Boot,-boot
die,Digne,-,Dinge,Dinge
und,Arpa-Net,ins,Arap,Urpaar-Net
ab,Earn,ins,Earn,Erna
sehen,heruntertrödeln,Buchstaben,heruntertrödeln,heruntertrudeln
zunächst,Gopher,wissen,Gopher,Gocher
wirklich,internet,das,internet,Internet
gab,Pöggstall,in,Pöggstall,Augiasstall
das,BBS,ein,BBS,YBBS
Konto,Miles&More,mein,Miles&More,Milztumore
zum,amLand,uns,am Land,am Land
es,funzt,Hof,fenzt,furzt
Friends,Tree,Happy,Tree,Teer
Dann,Friends,Tree,Friends,Friedens
erst,gab's,56k,gab's,Gabys
at,orf,Und,Dorf,ORF
kam,at,orf,at,AT
und,<blink>,von,<blink>,blinken
die,Gifs,animierten,Gifs,Gigs
hat,Hype,aktuelle,Hype,Hupe
-,geblitzdingst,davor,geblitzdingst,angeblitzt
Ist,Date,erste,Date,Datei
her,20Jahre,gut,20Jahre,Jahre
würde,56k-Modem,Ein,56k-Modem,moderndem
und,Browser-Games,ich,Browser-Games,Browser-Gams
ist,draufgegangen,alles,draufgegangen,drauf gegangen
Dann,unpackbar,ist,undankbar,unknackbar
runterladen,Napster,noch,Napster,Papstnaher
und,runterladen,Napster,runterladen,runter laden
mp3,schrammelige,eine,schrumpelige,schrammige
warten,mp3,schrammelige,mp3,MPEG
aufregend,extren,das,extern,extern
aufgebaut,PPTP-Verbindung,erste,PPTP-Verbindung,PPP-Verbindung
und,Fidonet-,den,Findet,Idoneität
davor,CompuServe-G'schichten,und,CompuServe-G'schichten,Computer-G'schichten
Österreich,EUnet,die,Einet,Ebnet
guess,yeah,so,yeah,Yamaha
I'm,guess,yeah,guess,Guinness
a,I'm,guess,I'm,Ilm
Meldungen,push,die,push,pushe
Geocities,Altavista,Schule,Aktivist,Altvista
ICQ,Geocities,Altavista,Geocities,Gestiegenes
Die,Uboot,auch,U-Boot,-boot
dann,gabs,zuhause,gabs,gab
So,*sentimentalwerd*,-,sentimentaler,sentimentalisieren
Zugang,Compuserve,erster,Compuserve,Computer
at,derstandard,herumgetrieben,der Standard,Aderstandard
hab,at,derstandard,at,AT
verändert,bissl,ein,biss,biss
das,Jössas,-,Jozas,Massas
Modem,USR,das,USR,URS
Geräusch,nervtötende,Dieses,nerv tötende,nervtötende
hatte,Ferialjob,einen,Ferialjob,Erbmaterial
im,wars,Dann,wars,ward
486er,veralterten,schon,veralteten,veralteten
gings,POT-Dose,zur,POT-Dose,SPOT-Dose
los,gings,POT-Dose,Gings,ging
und,mega-kompliziert,waren,mega-kompliziert,omega-kompliziert
Bit,hereintröpfelnden,die,hereintröpfelnden,herein tröpfelnden
-,superneu,1998,super neu,super neu
oder,Altavista,vermutlich,Aktivist,Altvista
Ich,GV,erster,GV,GT
U,laaaaaangsames,sehr,laaaaaangsames,langsames
war,Robotics-Telefonmodem,S,Robotik,Robotik-Telefonmodem
über,Push-Mitteilungen,Sie,Push-Mitteilungen,Bush-Mitteilungen
at,derStandard,Website,der Standard,der Standard
für,at,derStandard,at,AT
mit,Push-Mitteilung-Service,des,Push-Mitteilung-Service,Bush-Mitteilung-Service
at/2000030642258/Eiltmeldungen-und-wichtige-Ereignisse-als-Push-Mitteilung-von-derStandardat,//derstandard,http,der Standard,Rassestandard
das,NES,auf,NES,ES
vom,Initstring,den,Initstring,Trinitarist
-,jaz,das,jazz,ja
krachen,dingeln,klingeln,dingen,tingeln
konnte,clicken,und,flicken,blicken
gingen,Schweindlseiten,ex,Schweindlseiten,Schwindelseiten
-,hehehe,nachts,hergehe,Sehehe
im,gabs,90er,Gäbs,gab
Webbrowsers,Mosaic,nagelneuen,Mosaik,Mosaik
aber,80ern,den,80ern,Lernern
Anfang,90ern,den,90ern,Lernern
-,#Neuland,im,#Neuland,Neuland
contact,first,der,First,First
war,contact,first,Content,Container
im,90ern,den,90ern,Lernern
es,Ok,unkompliziert,Ok,Oka
eh,56k-Modem,langsam,56k-Modem,moderndem
erste,*die*,nicht,*die*,die
In,altavista,war,Aktivist,Altstalinist
dabei,bewohnern,Internet,Bewohnern,Bewohnern
Ich,aufgefettet,Internet,aufgebettet,auf gefettet
beim,zB,später,zu,dB
war,Mei,geholfen,Mei,Sei
johnporno,buongiorno,-,buongiorno,Mezzogiorno
-,johnporno,buongiorno,John Porno,Lohnporno
bestellt,'halal'-essen,nicht,Halali,Halali-essen
wars,sowas,Irgend,so was,Iowas
zuhause,wars,sowas,warst,ward
Das,wars,Seltsam,warst,ward
ICQ,Quake3,dann,Quake3,Quake
-,anschliessen,nur,anschließen,anschließen
doch,er/sie,Hat,er/sie,ersieht
-,SCNR,impliziert,SCNR,SCHNUR
Einheiten,Pascale,Turbo,Pascal,Pascal
oder,Gugl,Suchmöglichkeit,Gugel,Gulag
*fg*,wars,geil,warst,ward
-,*fg*,wars,feg,*fg*
das,*lach*,-,*lach*,Allach
one,for,Dinner,fort,gor
zu,one,for,ohne,ohne
oder,adsl,schon,Adel,ADSL
ende,mitte,war,Mitte,timte
Damals,modem,14k,Modem,Modem
no,internet,das,Internet,Internet
ned,no,internet,not,eo
so,ned,no,neu,den
computerisierung,-äh-,Massenmotorisierung,-äh-,näh-
Hmmm,computerisierung,-äh-,Computerisierung,Computerisierung
was,Hmmm,computerisierung,Hamm,Hamm
da,8k,28,8k,Lk
lang,hats,da,Hatz,hast
runtergeladen,nackerte,eine,ackerte,ackerte
hat,runtergeladen,nackerte,runtergeladen,runter geladen
