left context,original word,right context,word correction,hun correction
Frau,meine,dort,~,meine
,,,,
kennengelernt,Frau,meine,~,Frau
,,,,
Sind,kennengelernt,Frau,~,kennengelernt
,,,,
am,Sind,kennengelernt,~,Sind
,,,,
Samstag,am,Sind,~,am
,,,,
schon,Samstag,am,~,Samstag
,,,,
15,schon,Samstag,~,schon
,,,,
Jahre,15,schon,~,15
,,,,
zusammen,Jahre,15,~,Jahre
,,,,
-,zusammen,Jahre,~,zusammen
,,,,
*sentimentalwerd*,-,zusammen,~,-
,,,,
So,*sentimentalwerd*,-,~,sentimentalisieren
,,,,
war,So,*sentimentalwerd*,~,So
,,,,
das,war,So,~,war
,,,,
damals,das,war,~,das
,,,,
Und,damals,das,~,damals
,,,,
meine,Und,damals,~,Und
,,,,
ersten,meine,Und,~,meine
,,,,
Erfahrungen,ersten,meine,~,ersten
,,,,
hab,Erfahrungen,ersten,~,Erfahrungen
,,,,
ich,hab,Erfahrungen,~,hab
,,,,
mit,ich,hab,~,ich
,,,,
BTX,mit,ich,~,mit
,,,,
so,BTX,mit,~,BTX
,,,,
in,so,BTX,~,so
,,,,
etwa,in,so,~,in
,,,,
1986,etwa,in,~,etwa
,,,,
gemacht,1986,etwa,~,1986
,,,,
dann,gemacht,1986,~,gemacht
,,,,
kam,dann,gemacht,~,dann
,,,,
1993,kam,dann,~,kam
,,,,
mein,1993,kam,~,1993
,,,,
erster,mein,1993,~,mein
,,,,
Compuserve,erster,mein,~,erster
,,,,
Zugang,Compuserve,erster,~,Computer
,,,,
Da,Zugang,Compuserve,~,Zugang
,,,,
war,Da,Zugang,~,Da
,,,,
ich,war,Da,~,war
,,,,
sehr,ich,war,~,ich
,,,,
viel,sehr,ich,~,sehr
,,,,
im,viel,sehr,~,viel
,,,,
Usenet,im,viel,~,im
,,,,
unterwegs,Usenet,im,~,Usenet
,,,,
und,unterwegs,Usenet,~,unterwegs
,,,,
hab,und,unterwegs,~,und
,,,,
mich,hab,und,~,hab
,,,,
in,mich,hab,~,mich
,,,,
den,in,mich,~,in
,,,,
diversen,den,in,~,den
,,,,
Newsgroups,diversen,den,~,diversen
,,,,
herumgetrieben,Newsgroups,diversen,~,Newsgroups
,,,,
derstandard,herumgetrieben,Newsgroups,~,herumgetrieben
,,,,
at,derstandard,herumgetrieben,~,Aderstandard
,,,,
hab,at,derstandard,~,AT
,,,,
ich,hab,at,~,hab
,,,,
so,ich,hab,~,ich
,,,,
ziemlich,so,ich,~,so
,,,,
vom,ziemlich,so,~,ziemlich
,,,,
ersten,vom,ziemlich,~,vom
,,,,
Tag,ersten,vom,~,ersten
,,,,
an,Tag,ersten,~,Tag
,,,,
verfolgt,an,Tag,~,an
,,,,
Hat,verfolgt,an,~,verfolgt
,,,,
sich,Hat,verfolgt,~,Hat
,,,,
ein,sich,Hat,~,sich
,,,,
bissl,ein,sich,~,ein
,,,,
verändert,bissl,ein,~,biss
,,,,
-,verändert,bissl,~,verändert
,,,,
das,Jössas,-,Ich war auf der Uni-Bibliothek und unglaublich nervös weil ich nicht wollte dass man mitbekommt dass ich noch nie drin war Dann ist mir ziemlich schnell gekommen dass man ein Passwort braucht das war's dann auch schon,Massas
,,,,
USR,das,Jössas,~,das
,,,,
Modem,USR,das,~,URS
,,,,
Dieses,Modem,USR,~,Modem
,,,,
nervtötende,Dieses,Modem,~,Dieses
,,,,
Geräusch,nervtötende,Dieses,~,nervtötende
,,,,
bei,Geräusch,nervtötende,~,Geräusch
,,,,
jeder,bei,Geräusch,~,bei
,,,,
Einwahl,jeder,bei,~,jeder
,,,,
hatte,Einwahl,jeder,~,Einwahl
,,,,
ich,hatte,Einwahl,~,hatte
,,,,
schon,ich,hatte,~,ich
,,,,
fast,schon,ich,~,schon
,,,,
vergessen,fast,schon,~,fast
,,,,
Ich,vergessen,fast,~,vergessen
,,,,
glaub,Ich,vergessen,~,Ich
,,,,
ich,glaub,Ich,~,glaub
,,,,
hol,ich,glaub,~,ich
,,,,
mir,hol,ich,~,hol
,,,,
das,mir,hol,~,mir
,,,,
jetzt,das,mir,~,das
,,,,
mal,jetzt,das,~,jetzt
,,,,
als,mal,jetzt,~,mal
,,,,
Klingelton,als,mal,~,als
,,,,
-,Klingelton,als,~,Klingelton
,,,,
erste,Das,-,Und geht schon Der link ist,Das
,,,,
mal,erste,Das,~,erste
,,,,
in,mal,erste,~,mal
,,,,
Berührung,in,mal,~,in
,,,,
mit,Berührung,in,~,Berührung
,,,,
dem,mit,Berührung,~,mit
,,,,
Internet,dem,mit,~,dem
,,,,
kam,Internet,dem,~,Internet
,,,,
ich,kam,Internet,~,kam
,,,,
über,ich,kam,~,ich
,,,,
einen,über,ich,~,über
,,,,
Bekannten,einen,über,~,einen
,,,,
der,Bekannten,einen,~,Bekannten
,,,,
bei,der,Bekannten,~,der
,,,,
IBM,bei,der,~,bei
,,,,
einen,IBM,bei,~,IBM
,,,,
Ferialjob,einen,IBM,~,einen
,,,,
hatte,Ferialjob,einen,~,Erbmaterial
,,,,
Da,hatte,Ferialjob,~,hatte
,,,,
haben,Da,hatte,~,Da
,,,,
wir,haben,Da,~,haben
,,,,
sinnigerweise,wir,haben,~,wir
,,,,
die,sinnigerweise,wir,~,sinnigerweise
,,,,
neue,die,sinnigerweise,~,die
,,,,
Rapid-Homepage,neue,die,~,neue
,,,,
ausgedruckt,Rapid-Homepage,neue,~,Rapid-Homepage
,,,,
weil,ausgedruckt,Rapid-Homepage,~,ausgedruckt
,,,,
wir,weil,ausgedruckt,~,weil
,,,,
so,wir,weil,~,wir
,,,,
fasziniert,so,wir,~,so
,,,,
waren,fasziniert,so,~,fasziniert
,,,,
Das,waren,fasziniert,~,waren
,,,,
muss,Das,waren,~,Das
,,,,
circa,muss,Das,~,muss
,,,,
1997,circa,muss,~,circa
,,,,
gewesen,1997,circa,~,1997
,,,,
sein,gewesen,1997,~,gewesen
,,,,
Dann,sein,gewesen,~,sein
,,,,
wars,Dann,sein,~,Dann
,,,,
im,wars,Dann,~,ward
,,,,
Februar,im,wars,~,im
,,,,
1998,Februar,im,~,Februar
,,,,
endlich,1998,Februar,~,1998
,,,,
so,endlich,1998,~,endlich
,,,,
weit,so,endlich,~,so
,,,,
Mit,weit,so,~,weit
,,,,
einem,Mit,weit,~,Mit
,,,,
auch,einem,Mit,~,einem
,,,,
damals,auch,einem,~,auch
,,,,
schon,damals,auch,~,damals
,,,,
veralterten,schon,damals,~,schon
,,,,
486er,veralterten,schon,~,veralteten
,,,,
PC,486er,veralterten,~,486er
,,,,
mit,PC,486er,~,PC
,,,,
Windows,mit,PC,~,mit
,,,,
3,Windows,mit,~,Windows
,,,,
11,3,Windows,~,3
,,,,
einem,11,3,~,11
,,,,
superschnellen,einem,11,~,einem
,,,,
56k,superschnellen,einem,~,superschnellen
,,,,
Modem,56k,superschnellen,~,56k
,,,,
im,Modem,56k,~,Modem
,,,,
Vergleich,im,Modem,~,im
,,,,
zu,Vergleich,im,~,Vergleich
,,,,
anderen,zu,Vergleich,~,zu
,,,,
Modems,anderen,zu,~,anderen
,,,,
dieser,Modems,anderen,~,Modems
,,,,
Zeit,dieser,Modems,~,dieser
,,,,
und,Zeit,dieser,~,Zeit
,,,,
einem,und,Zeit,~,und
,,,,
5,einem,und,~,einem
,,,,
Meter,5,einem,~,5
,,,,
Verlängerungskabel,Meter,5,~,Meter
,,,,
zur,Verlängerungskabel,Meter,~,Verlängerungskabel
,,,,
POT-Dose,zur,Verlängerungskabel,~,zur
,,,,
gings,POT-Dose,zur,~,SPOT-Dose
,,,,
los,gings,POT-Dose,~,ging
,,,,
Die,los,gings,~,los
,,,,
Einstellungen,Die,los,~,Die
,,,,
im,Einstellungen,Die,~,Einstellungen
,,,,
Windows,im,Einstellungen,~,im
,,,,
waren,Windows,im,~,Windows
,,,,
mega-kompliziert,waren,Windows,~,waren
,,,,
und,mega-kompliziert,waren,~,omega-kompliziert
,,,,
die,und,mega-kompliziert,~,und
,,,,
Verbindung,die,und,~,die
,,,,
sicher,Verbindung,die,~,Verbindung
,,,,
nicht,sicher,Verbindung,~,sicher
,,,,
einmal,nicht,sicher,~,nicht
,,,,
annähernd,einmal,nicht,~,einmal
,,,,
einem,annähernd,einmal,~,annähernd
,,,,
56k,einem,annähernd,~,einem
,,,,
Modem,56k,einem,~,56k
,,,,
entsprechend,Modem,56k,~,Modem
,,,,
Meine,entsprechend,Modem,~,entsprechend
,,,,
ersten,Meine,entsprechend,~,Meine
,,,,
Infos,ersten,Meine,~,ersten
,,,,
aus,Infos,ersten,~,Infos
,,,,
dem,aus,Infos,~,aus
,,,,
Netz,dem,aus,~,dem
,,,,
waren,Netz,dem,~,Netz
,,,,
dann,waren,Netz,~,waren
,,,,
eher,dann,waren,~,dann
,,,,
tragischer,eher,dann,~,eher
,,,,
Natur,tragischer,eher,~,tragischer
,,,,
Damals,Natur,tragischer,~,Natur
,,,,
hatte,Damals,Natur,~,Damals
,,,,
Falco,hatte,Damals,~,hatte
,,,,
den,Falco,hatte,~,Falco
,,,,
tödlichen,den,Falco,~,den
,,,,
Unfall,tödlichen,den,~,tödlichen
,,,,
-,Unfall,tödlichen,~,Unfall
,,,,
damals,Stimmt,-,Der wiederum arbeitete als Geophysiker für einen großen Konzern mit Muschel als Logo Ich weiß gar nicht woher die gescheite Idee kam aber er arbeitete während meines Aufenthalts täglich und nahm mich einfach mit ins Büro Damit ich im nicht immer einfachen Alter von 13 nichts anstellen konnte wurde ich an die Sun-Workstation eines Kollegen gesetzt Irgendwer zeigte mir Yahoo und mit ein paar Klicks erreichte ich eine Seite mit Onlinespielen Irgendwie war mir das Spielen bald fad und ich fing an mir den HTML-Code anzusehen Mein Onkel hat es bemerkt und wenig später erstellte ich die erste Seite seiner Abteilung im Intranet - im Grunde nur eine Liste der Namen und E-Mail-Adressen Aber für mich der Beginn des Berufslebens,Stimmt
,,,,
konnte,damals,Stimmt,~,damals
,,,,
man,konnte,damals,~,konnte
,,,,
die,man,konnte,~,man
,,,,
hereintröpfelnden,die,man,~,die
,,,,
Bit,hereintröpfelnden,die,~,herein tröpfelnden
,,,,
noch,Bit,hereintröpfelnden,~,Bit
,,,,
einzeln,noch,Bit,~,noch
,,,,
mit,einzeln,noch,~,einzeln
,,,,
Handschlag,mit,einzeln,~,mit
,,,,
begrüßen,Handschlag,mit,~,Handschlag
,,,,
^^,begrüßen,Handschlag,~,begrüßen
,,,,
-,^^,begrüßen,~,^^
,,,,
Modem,56k,-,Gab 'ne Seite die hieß dafür Eros-Island War übrigens die erste Interneterfahrung die ich gemacht habe der etwas verzögerte Bildaufbau hat mein Interesse an den Titten ziemlich zermürbt -,56k
,,,,
war,Modem,56k,~,Modem
,,,,
1998,war,Modem,~,war
,,,,
superneu,1998,war,~,1998
,,,,
-,superneu,1998,~,super neu
,,,,
mich,Kann,-,"Keine Ahnung wann ich das erste Mal im Internet war Aber da ich an einer Uni beschäftigt war war ich ab '92 sozusagen ständig online d h via 32kB-Standleitung wimre Irgendwann hab' ich dann bald archie email und finger kennen gelernt An einen ersten Moment der Verzückung erinnere ich mich jedenfalls als ich via ""Gopher"" ein fast aktuelles Satelliten Wetterbild Auflösung ca 7 x 10 Pixel anschauen konnte Muss ca '93 oder '94 gewesen sein Spätestens '95 gab es die erste Homepage für unser Institut Geträumt hab ich von BBS schon in den 80ern Aber da war der heimische Finanzminister strikt dagegen",Kann
,,,,
nur,mich,Kann,~,mich
,,,,
dunkel,nur,mich,~,nur
,,,,
erinnern,dunkel,nur,~,dunkel
,,,,
-,erinnern,dunkel,~,erinnern
,,,,
hab,-,erinnern,~,-
,,,,
mir,hab,-,~,hab
,,,,
damals,mir,hab,~,mir
,,,,
über,damals,mir,~,damals
,,,,
die,über,damals,~,über
,,,,
Uni,die,über,~,die
,,,,
einen,Uni,die,~,Uni
,,,,
Mail-Account,einen,Uni,~,einen
,,,,
geholt,Mail-Account,einen,~,Mail-Account
,,,,
der,geholt,Mail-Account,~,geholt
,,,,
mit,der,geholt,~,der
,,,,
Diskette,mit,der,~,mit
,,,,
funktioniert,Diskette,mit,~,Diskette
,,,,
hat,funktioniert,Diskette,~,funktioniert
,,,,
und,hat,funktioniert,~,hat
,,,,
weil,und,hat,~,und
,,,,
zig,weil,und,~,weil
,,,,
Leute,zig,weil,~,zig
,,,,
an,Leute,zig,~,Leute
,,,,
denselben,an,Leute,~,an
,,,,
Rechnern,denselben,an,~,denselben
,,,,
gearbeitet,Rechnern,denselben,~,Rechnern
,,,,
haben,gearbeitet,Rechnern,~,gearbeitet
,,,,
war,haben,gearbeitet,~,haben
,,,,
die,war,haben,~,war
,,,,
Diskette,die,war,~,die
,,,,
natürlich,Diskette,die,~,Diskette
,,,,
bald,natürlich,Diskette,~,natürlich
,,,,
voller,bald,natürlich,~,bald
,,,,
Viren,voller,bald,~,voller
,,,,
Online,Viren,voller,~,Viren
,,,,
gegangen,Online,Viren,~,Online
,,,,
bin,gegangen,Online,~,gegangen
,,,,
ich,bin,gegangen,~,bin
,,,,
mit,ich,bin,~,ich
,,,,
Netscape,mit,ich,~,mit
,,,,
ebenfalls,Netscape,mit,~,Netscape
,,,,
von,ebenfalls,Netscape,~,ebenfalls
,,,,
der,von,ebenfalls,~,von
,,,,
Uni,der,von,~,der
,,,,
aus,Uni,der,~,Uni
,,,,
Weiß,aus,Uni,~,aus
,,,,
aber,Weiß,aus,~,Weiß
,,,,
nicht,aber,Weiß,~,aber
,,,,
mehr,nicht,aber,~,nicht
,,,,
welches,mehr,nicht,~,mehr
,,,,
die,welches,mehr,~,welches
,,,,
erste,die,welches,~,die
,,,,
Website,erste,die,~,erste
,,,,
war,Website,erste,~,Website
,,,,
-,war,Website,~,war
,,,,
vermutlich,-,war,~,-
,,,,
Altavista,vermutlich,-,~,vermutlich
,,,,
oder,Altavista,vermutlich,~,Altvista
,,,,
dergleichen,oder,Altavista,~,oder
,,,,
-,dergleichen,oder,~,dergleichen
,,,,
ist,Das,-,Sie sind nicht der einzige dem es beim ersten mal ziemlich schnell gekommen ist SCNR - der war auf'glegt,Das
,,,,
beinahe,ist,Das,~,ist
,,,,
so,beinahe,ist,~,beinahe
,,,,
lange,so,beinahe,~,so
,,,,
her,lange,so,~,lange
,,,,
wie,her,lange,~,her
,,,,
mein,wie,her,~,wie
,,,,
erster,mein,wie,~,mein
,,,,
GV,erster,mein,~,erster
,,,,
Ich,GV,erster,~,GT
,,,,
kann,Ich,GV,~,Ich
,,,,
mich,kann,Ich,~,kann
,,,,
nur,mich,kann,~,mich
,,,,
noch,nur,mich,~,nur
,,,,
daran,noch,nur,~,noch
,,,,
erinnern,daran,noch,~,daran
,,,,
dass,erinnern,daran,~,erinnern
,,,,
es,dass,erinnern,~,dass
,,,,
ein,es,dass,~,es
,,,,
quietschendes,ein,es,~,ein
,,,,
und,quietschendes,ein,~,quietschendes
,,,,
sehr,und,quietschendes,~,und
,,,,
sehr,sehr,und,~,sehr
,,,,
laaaaaangsames,sehr,sehr,~,sehr
,,,,
U,laaaaaangsames,sehr,~,langsames
,,,,
S,U,laaaaaangsames,~,U
,,,,
Robotics-Telefonmodem,S,U,~,S
,,,,
war,Robotics-Telefonmodem,S,~,Robotik-Telefonmodem
,,,,
-,war,Robotics-Telefonmodem,~,war
,,,,
-,-,war,~,-
,,,,
Sie,Wenn,-,Dafür haben sich die oben-ohne-Bildchen langsam Pixel für Pixel aufgebaut Und gerade als es begann interessant zu werden ist die Mami reingekommen und hat verlangt dass ich die Leitung frei mache,Wenn
,,,,
Push-Mitteilungen,Sie,Wenn,~,Sie
,,,,
über,Push-Mitteilungen,Sie,~,Bush-Mitteilungen
,,,,
Ihren,über,Push-Mitteilungen,~,über
,,,,
Browser,Ihren,über,~,Ihren
,,,,
nutzen,Browser,Ihren,~,Browser
,,,,
wechseln,nutzen,Browser,~,nutzen
,,,,
Sie,wechseln,nutzen,~,wechseln
,,,,
bitte,Sie,wechseln,~,Sie
,,,,
in,bitte,Sie,~,bitte
,,,,
die,in,bitte,~,in
,,,,
Einstellungen,die,in,~,die
,,,,
wählen,Einstellungen,die,~,Einstellungen
,,,,
dort,wählen,Einstellungen,~,wählen
,,,,
Inhalt,dort,wählen,~,dort
,,,,
aus,Inhalt,dort,~,Inhalt
,,,,
und,aus,Inhalt,~,aus
,,,,
gelangen,und,aus,~,und
,,,,
so,gelangen,und,~,gelangen
,,,,
zu,so,gelangen,~,so
,,,,
den,zu,so,~,zu
,,,,
speziellen,den,zu,~,den
,,,,
Einstellungen,speziellen,den,~,speziellen
,,,,
für,Einstellungen,speziellen,~,Einstellungen
,,,,
Benachrichtigungen,für,Einstellungen,~,für
,,,,
Dort,Benachrichtigungen,für,~,Benachrichtigungen
,,,,
können,Dort,Benachrichtigungen,~,Dort
,,,,
Sie,können,Dort,~,können
,,,,
in,Sie,können,~,Sie
,,,,
Firefox,in,Sie,~,in
,,,,
etwa,Firefox,in,~,Firefox
,,,,
alle,etwa,Firefox,~,etwa
,,,,
Benachrichtigungen,alle,etwa,~,alle
,,,,
deaktivieren,Benachrichtigungen,alle,~,Benachrichtigungen
,,,,
Mich,deaktivieren,Benachrichtigungen,~,deaktivieren
,,,,
nicht,Mich,deaktivieren,~,Mich
,,,,
stören,nicht,Mich,~,nicht
,,,,
auswählen,stören,nicht,~,stören
,,,,
oder,auswählen,stören,~,auswählen
,,,,
die,oder,auswählen,~,oder
,,,,
Website,die,oder,~,die
,,,,
derStandard,Website,die,~,Website
,,,,
at,derStandard,Website,~,der Standard
,,,,
für,at,derStandard,~,AT
,,,,
Benachrichtigungen,für,at,~,für
,,,,
ganz,Benachrichtigungen,für,~,Benachrichtigungen
,,,,
entfernen,ganz,Benachrichtigungen,~,ganz
,,,,
Eine,entfernen,ganz,~,entfernen
,,,,
ausführlichere,Eine,entfernen,~,Eine
,,,,
Beschreibung,ausführlichere,Eine,~,ausführlichere
,,,,
des,Beschreibung,ausführlichere,~,Beschreibung
,,,,
Push-Mitteilung-Service,des,Beschreibung,~,des
,,,,
mit,Push-Mitteilung-Service,des,~,Bush-Mitteilung-Service
,,,,
Screenshots,mit,Push-Mitteilung-Service,~,mit
,,,,
finden,Screenshots,mit,~,Screenshots
,,,,
Sie,finden,Screenshots,~,finden
,,,,
hier,Sie,finden,~,Sie
,,,,
http,hier,Sie,~,hier
,,,,
//derstandard,http,hier,~,http
,,,,
at/2000030642258/Eiltmeldungen-und-wichtige-Ereignisse-als-Push-Mitteilung-von-derStandardat,//derstandard,http,~,Rassestandard
,,,,
-,at/2000030642258/Eiltmeldungen-und-wichtige-Ereignisse-als-Push-Mitteilung-von-derStandardat,//derstandard,~,at/2000030642258/Eiltmeldungen-und-wichtige-Ereignisse-als-Push-Mitteilung-von-derStandardat
,,,,
ist,Das,-,ganz ehrlich in an coffeshop in amsterdam 1h total planlos nicht wissen wohin wir surfen sollen ende der 90iger,Das
,,,,
ja,ist,Das,~,ist
,,,,
wie,ja,ist,~,ja
,,,,
das,wie,ja,~,wie
,,,,
Speichern,das,wie,~,das
,,,,
bei,Speichern,das,~,Speichern
,,,,
Mario,bei,Speichern,~,bei
,,,,
auf,Mario,bei,~,Mario
,,,,
NES,auf,Mario,~,auf
,,,,
das,NES,auf,~,ES
,,,,
sagen,das,NES,~,das
,,,,
Sie,sagen,das,~,sagen
,,,,
uns,Sie,sagen,~,Sie
,,,,
erst,uns,Sie,~,uns
,,,,
jetzt,erst,uns,~,erst
,,,,
-,jetzt,erst,~,jetzt
,,,,
hätte,sonst,-,Das erste Mal im Netz ist längst im Grau des Vergessens verschwunden war irgendwann um '95 Geblieben ist die Erinnerung an animierte GIFs im Netscape 4 x und die elementare Frage Why did the chicken cross the road,sonst
,,,,
ich,hätte,sonst,~,hätte
,,,,
Ihnen,ich,hätte,~,ich
,,,,
das,Ihnen,ich,~,Ihnen
,,,,
in,das,Ihnen,~,das
,,,,
den,in,das,~,in
,,,,
Initstring,den,in,~,den
,,,,
vom,Initstring,den,~,Trinitarist
,,,,
Modem,vom,Initstring,~,vom
,,,,
damals,Modem,vom,~,Modem
,,,,
eingetragen,damals,Modem,~,damals
,,,,
Ich,eingetragen,damals,~,eingetragen
,,,,
war,Ich,eingetragen,~,Ich
,,,,
sehr,war,Ich,~,war
,,,,
begehrt,sehr,war,~,sehr
,,,,
mit,begehrt,sehr,~,begehrt
,,,,
diesem,mit,begehrt,~,mit
,,,,
Wissen,diesem,mit,~,diesem
,,,,
-,Wissen,diesem,~,Wissen
,,,,
-,-,Wissen,~,-
,,,,
das,Und,-,#,Und
,,,,
erste,das,Und,Besteckhalten,das
,,,,
mal,erste,das,mach,erste
,,,,
im,mal,erste,ich,mal
,,,,
Internet,im,mal,genauso,im
,,,,
-,Internet,im,also,Internet
,,,,
wie,-,Internet,einhändiges,-
,,,,
war,wie,-,Essen,wie
,,,,
das,war,wie,mit,war
,,,,
jaz,das,war,links,das
,,,,
-,jaz,das,bei,ja
,,,,
~,~,~,Gabel-Messer-Essen,~
,,,,
~,~,~,die,~
,,,,
~,~,~,Gabel,~
,,,,
~,~,~,in,~
,,,,
~,~,~,der,~
,,,,
~,~,~,linken,~
,,,,
~,~,~,das,~
,,,,
~,~,~,Messer,~
,,,,
~,~,~,rechts,~
,,,,
~,~,~,---,~
,,,,
~,~,~,grade,~
,,,,
~,~,~,Knopf,~
,,,,
~,~,~,im,~
,,,,
~,~,~,Hirn,~
,,,,
~,~,~,wie,~
,,,,
~,~,~,halten,~
,,,,
~,~,~,rechtshändige,~
,,,,
~,~,~,Menschen,~
,,,,
~,~,~,Gabelmaße,~
,,,,
~,~,~,#,~
,,,,
~,~,~,Auf,~
,,,,
~,~,~,Boards,~
,,,,
~,~,~,steh,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,ebenso,~
,,,,
~,~,~,Goofy,~
,,,,
~,~,~,#,~
,,,,
~,~,~,Die,~
,,,,
~,~,~,Sachen,~
,,,,
~,~,~,zu,~
,,,,
~,~,~,Musikinstrumenten,~
,,,,
~,~,~,find,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,sehr,~
,,,,
~,~,~,spannend,~
,,,,
~,~,~,beim,~
,,,,
~,~,~,Klavier,~
,,,,
~,~,~,wär,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,noch,~
,,,,
~,~,~,nie,~
,,,,
~,~,~,auf,~
,,,,
~,~,~,die,~
,,,,
~,~,~,Idee,~
,,,,
~,~,~,gekommen,~
,,,,
~,~,~,irgendwie,~
,,,,
~,~,~,etwas,~
,,,,
~,~,~,anders,~
,,,,
~,~,~,haben,~
,,,,
~,~,~,zu,~
,,,,
~,~,~,wollen,~
,,,,
~,~,~,Schlagzeug,~
,,,,
~,~,~,spiel,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,verkehrt,~
,,,,
~,~,~,Gitarre,~
,,,,
~,~,~,so,~
,,,,
~,~,~,wenig,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,das,~
,,,,
~,~,~,auch,~
,,,,
~,~,~,tue,~
,,,,
~,~,~,Regular,~
,,,,
Vater,Der,-,So rund um 1995 habe ich noch in der Oberstufe irgendwo auf der TU über einen Bekannten eines Schulkollegen das erste mal eine Webseite besucht nämlich die von der NASA Ich habe dann auf meine 5 25 Diskette dann genau ein Foto das ich heruntergeladen habe speichern können Das Foto vom Pferdekopfnebel habe ich noch immer Und dann etwas später die erste Chatversuche im Chat auf alamak com auf den Computern im Café Stein Modem zu Hause kam erst 1999 Ach waren das Zeiten,Der
,,,,
eines,Vater,Der,~,Vater
,,,,
Freundes,eines,Vater,~,eines
,,,,
hatte,Freundes,eines,~,Freundes
,,,,
eine,hatte,Freundes,~,hatte
,,,,
Kanzlei,eine,hatte,~,eine
,,,,
und,Kanzlei,eine,~,Kanzlei
,,,,
Internet,und,Kanzlei,~,und
,,,,
und,Internet,und,~,Internet
,,,,
wir,und,Internet,~,und
,,,,
durften,wir,und,~,wir
,,,,
Surfen,durften,wir,~,durften
,,,,
gehen,Surfen,durften,~,Surfen
,,,,
Das,gehen,Surfen,~,gehen
,,,,
Geräusch,Das,gehen,~,Das
,,,,
des,Geräusch,Das,~,Geräusch
,,,,
56K,des,Geräusch,~,des
,,,,
Modems,56K,des,~,56K
,,,,
beim,Modems,56K,~,Modems
,,,,
einloggen,beim,Modems,~,beim
,,,,
bis,einloggen,beim,~,einloggen
,,,,
heute,bis,einloggen,~,bis
,,,,
unübertroffen,heute,bis,~,heute
,,,,
Die,unübertroffen,heute,~,unübertroffen
,,,,
Symphonie,Die,unübertroffen,~,Die
,,,,
der,Symphonie,Die,~,Symphonie
,,,,
schleichenden,der,Symphonie,~,der
,,,,
weltweiten,schleichenden,der,~,schleichenden
,,,,
Verbindung,weltweiten,schleichenden,~,weltweiten
,,,,
schon,Verbindung,weltweiten,~,Verbindung
,,,,
am,schon,Verbindung,~,schon
,,,,
klingeln,am,schon,~,am
,,,,
dingeln,klingeln,am,~,klingeln
,,,,
krachen,dingeln,klingeln,~,tingeln
,,,,
röhren,krachen,dingeln,~,krachen
,,,,
und,röhren,krachen,~,röhren
,,,,
clicken,und,röhren,~,und
,,,,
konnte,clicken,und,~,blicken
,,,,
man,konnte,clicken,~,konnte
,,,,
hören,man,konnte,~,man
,,,,
ob,hören,man,~,hören
,,,,
die,ob,hören,~,ob
,,,,
Verbindung,die,ob,~,die
,,,,
geklappt,Verbindung,die,~,Verbindung
,,,,
hat,geklappt,Verbindung,~,geklappt
,,,,
Kaum,hat,geklappt,~,hat
,,,,
war,Kaum,hat,~,Kaum
,,,,
man,war,Kaum,~,war
,,,,
online,man,war,~,man
,,,,
auf,online,man,~,online
,,,,
einer,auf,online,~,auf
,,,,
Seite,einer,auf,~,einer
,,,,
musste,Seite,einer,~,Seite
,,,,
jemand,musste,Seite,~,musste
,,,,
telefonieren,jemand,musste,~,jemand
,,,,
und,telefonieren,jemand,~,telefonieren
,,,,
die,und,telefonieren,~,und
,,,,
Leitung,die,und,~,die
,,,,
war,Leitung,die,~,Leitung
,,,,
ex,war,Leitung,~,war
,,,,
Schweindlseiten,ex,war,~,ex
,,,,
gingen,Schweindlseiten,ex,~,Schwindelseiten
,,,,
eh,gingen,Schweindlseiten,~,gingen
,,,,
nur,eh,gingen,~,eh
,,,,
nachts,nur,eh,~,nur
,,,,
hehehe,nachts,nur,~,nachts
,,,,
-,hehehe,nachts,~,Sehehe
,,,,
der,Anfang,-,Hab mir damals jeden Scheiß ausgedruckt hauptsächlich Flyer Thunderdome etc und mein Zimmer damit tapeziert,Anfang
,,,,
90er,der,Anfang,~,der
,,,,
gabs,90er,der,~,90er
,,,,
im,gabs,90er,~,gab
,,,,
vollen,im,gabs,~,im
,,,,
Audimax,vollen,im,~,vollen
,,,,
der,Audimax,vollen,~,Audimax
,,,,
TU,der,Audimax,~,der
,,,,
Einführungskurse,TU,der,~,TU
,,,,
für,Einführungskurse,TU,~,Einführungskurse
,,,,
die,für,Einführungskurse,~,für
,,,,
Bedienung,die,für,~,die
,,,,
des,Bedienung,die,~,Bedienung
,,,,
nagelneuen,des,Bedienung,~,des
,,,,
Mosaic,nagelneuen,des,~,nagelneuen
,,,,
Webbrowsers,Mosaic,nagelneuen,~,Mosaik
,,,,
an,Webbrowsers,Mosaic,~,Webbrowsers
,,,,
den,an,Webbrowsers,~,an
,,,,
Uni,den,an,~,den
,,,,
PCs,Uni,den,~,Uni
,,,,
170,PCs,Uni,~,PCs
,,,,
KB,170,PCs,~,170
,,,,
5,KB,170,~,KB
,,,,
25,5,KB,~,5
,,,,
Disketten,25,5,~,25
,,,,
gab,Disketten,25,~,Disketten
,,,,
es,gab,Disketten,~,gab
,,,,
hauptsächlich,es,gab,~,es
,,,,
in,hauptsächlich,es,~,hauptsächlich
