left context,original word,right context,word correction,hun correction
damals,hymnen,unserer,Hymnen,Hymnen
meine,eyyy,wie,sexy,Eyck
die,Bundfaltenjeans,noch,Bundfaltenjeans,Buntfaltenjeans
musste,VoKuHiLa,und,VoKuHiLa,Vokabular
sich,man/frau,musste,man/frau,Massaifrau
vom,Conny,*,Conny,Connor
war,U4,vom,U4,Ur
sah,Nia,*,Nie,Nina
ist,Baroli,-,Bartoli,Paroli
-,*broflosse*,sein,brotloses,Monoflosse
und,an-,Möglichkeiten,an-,an
im,Aufbruchstimmung,die,Aufbruchsstimmung,Aufbruchstimmung
-,*Broflosse*,WORD,Brotloses,Monoflosse
q=junge%20R%C3%B6mer&sm=3,com/results,youtube,vom,Resultats
wurde,derjungeroemer,gut,derjungeroemer,Jungenförderung
ponger,robert,von,Robert,Robert
produziert,ponger,robert,Ponger,Popsänger
Oder,unbenummert,Posts,unbekümmert,unbekümmert
der,'Weiß,gedacht,'Weiß,weiß
hab,Spezis,seinen,Spezis,Spezies
beim,Neiiiiiin,-,Neiiiiiin,Eineiig
oder,ko,grad,kor,kp
steht,ud,Verantwortung,du,du
Mittelpunkt,iim,trotzdem,im,im
-,OTF-Treffen,einem,OTF-Treffen,OFT-Treffen
-,perdü,ist,Pedro,Düppeler
vor,grauet,mir,grauet,graute
des,Götterneide,der,Götterneide,Götter neide
Postings,verfaßten,selbst,verfassten,verfassten
zu,numeriert,nicht,nummeriert,nummeriert
Da,Kudamm,zum,Kudamm,Kurdamm
war,Hansi,hieß,Hansi,Hans
mein,Hölzl,Herr,Hölzl,Hölzer
-,Feuermales,coolen,Feuermales,Feuermahles
Pie,Pumpkin,scheußlichen,Pumpkin,Pumpskin
scheußlich-gute,Pie,Pumpkin,Pie,Pier
Candy,Brownies,scheußlich-gute,Brownies,Browsen
Corn,Candy,Brownies,Candy,Dandy
und,Corn,Candy,Corn,Cord
Alles,Schokozeug,viel,Schokozeug,Schokoriegel
Kassette,Big,Mr,Big,Bug
kommen,OSSIS,DIE,OSSIS,ISSOS
der,pansich,ich,panisch,panisch
aus,Ossi-Nicole,Die,Ossi-Nicole,Fossil-Nicole
werden,nachgetauft,sollte,nachgetauft,nachgekauft
Leiberl,Foxi,und,Fox,Oxid
an,Leiberl,Foxi,Leiber,Leiber
Mouse,Micky,Klasse,Micky,Mick
anhatten,Mouse,Micky,Mouse,Mousse
nachdem,schlußgemacht,mir,Schluss gemacht,schlechtgemacht
hat,zusammengeraucht,Zigaretten,zusammengeraucht,zusammen geraucht
gut,Dujmic,Hansi,Djuric,Dujmic
in,Imp,Kat,Imp,Im
dann,numerierst,Posts,nummerierst,nummerierst
beendet,Nummernkombi,einer,Nummernkombi,Anbieternummer
und,Schlurfs,von,Schlurfs,Schlupfs
ß,sch,diese,sich,ach
Newsletter,ß,sch,ß,aß
aus,schwein,kein,Schwein,Schwein
wiedersehen,nieee,auf,niese,niese
Fan,Hasselhoff,David,Hasselhoff,Hasselfelde
be/MQ5rIbnD_P4,//youtu,http,YouTube,YouTube
-,be/MQ5rIbnD_P4,//youtu,bei,be/MQ5rIbnD_P4
-,Mhhmh,Eltern,Mihm,Mhhmh
bulgarien,sofia,-,Sofia,Sofia
ich,bulgarien,sofia,Bulgarien,Bulgarien
der,stasi-typen,einen,stasi-typen,Stasi-typen
normalerweise,hinmitbegleitete,überall,hinmitbegleitete,hineinbegleitete
wir,wußten,da,wussten,wussten
bei,revolution,erste,revolution,Revolution
ich,_pid=39251915#pid39251915,at/plink/2000004485435,päd.,_pid=39251915#pid39251915
gar,OTF,im,OTF,OFT
Amerikaner,un,Briten,un,UN
Ich,Thx,-,Thx,Thot
a,sicha,-,sich,sich
des,buchhoitarin,a,buchhoitarin,Bucharin
-,madl,des,Madl,mal
direkt,mauthnergasse,der,Mauthner Gasse,Mauthausener
kinderspitals,anna,st,Anna,Anna
muß,kinderspitals,anna,Kinder Spitals,Rinderstalls
gewesen,onkologie,die,Onkologie,Onkologie
rauchte,zigarette,eine,Zigarette,Zigarette
in,glatzköpfe,kleine,Glatzköpfe,Glatzköpfe
spielen,mickey-mouse-pyjamas,in,Mickey,mickerig-mouse-pyjamas
gelegentlich,sommer,im,Sommer,Sommer
&,kinderweinen,leises,kinderweinen,Kinderweinen
zu,-wimmern,&,-wimmern,wimmern
bei,jubelstimmung,allgemeine,Jubel Stimmung,Jubelstimmung
unheimlich,verständnis,allem,Verständnis,Verständnis
haben,pech,wir,Pech,Pech
&,nationalisten,wieder,Nationalisten,Nationalisten
auf,wie's,abgehen,wie's,wies
&,balkan,dem,Balkan,Balkan
dann,kaukasus,im,Kaukasus,Kaukasus
geteilt,themen,nach,Themen,Themen
sind,mitarbeiter,als,Mitarbeiter,mitarbeitet
Man,beeindrucktend,sehr,beeindruckend,beeindruckten
auch,Anstoss,letzte,Anstoß,Anstoß
ist,schiller,-,schiller,schillre
mußt,Duuuu,Na,Dudu,Residuum
Buchhalterinnen,mußt,Duuuu,musst,musst
und,knotzen,zu,knoten,knoten
und,Scorpions,den,Scorpions,Skorpions
erinnern,Wurlitzer,im,Wurlitzer,Wörlitzer
beschert,Deutschmatura,meine,Deutsch Matura,Amtsdeutsch
denn,bleibet,Wo,bleibet,bleibe
des,Immo-Newsletter,der,Immo-Newsletter,Imme-Newsletter
ein,Immo,-,Immo,Imme
veranlasste,ImmoBuch´s,erfolgreichen,ImmoBuch´s,Modembuchse
also,onlineStandard,im,online Standard,online Standard
und,''Ossis'',sich,''Ossis'',Grossist
in,''Wessis'',und,''Wessis'',westrussisch
zu,g'scheites,was,gescheites,gescheites
Rad,BMX,einem,BMX,BOX
haben,Errinnerungen,schöne,Erinnerungen,Erinnerungen
Als,Lichterfeld,in,Lichterfeld,Lichterfelde
und,Durchzugsstrasse,wegen,Durchzugsstrasse,Durchzugsstarke
ich,Würd,so,Würd,Würde
und,habe-,geweint,habe-,habe
auf,zurückwünschen-,Verhältnisse,zurückwünschen-,zurückwünschen
denke,später-,Monate,später-,später
ned,goa,-,goa,Goa
sofia,nachtrag,-,Nachtrag,Nachtrag
der,versammlungsverbot,vorher,versammlungsverbot,Versammlungsverbot
orter,fritz,der,fritz,Fritz
interviewte,orter,fritz,roter,order
gleichzeitig,auslandsreport,den,Auslands Report,Auslandsreport
zib,taggleichen,der,taggleichen,tagesgleichen
was,zib,taggleichen,Ziba,zig
vorstelle,demokratie,die,Demokratie,Demokratie
und,freiheit,zu,Freiheit,Freiheit
-,fernsehgeschichte,ich,fernsehgeschichte,Fernsehgeschichte
zu,Groer,Kardinal,Groer,Grober
Und,hoeren,ebenso,hören,hören
-,*erinner*,Change,erinnern,Erinnern
Zita,ExKaiserin,starb,Exkaisern,Exkaiserin
am,Zita,ExKaiserin,Zita,Zitat
Kaiserin,Liedversion,adaptierte,Liedversion,Auslieferversion
während,Oberlaa,Kurhalle,Oberlauf,Oberaal
niedergefahren,KeyBiscayne,in,KeyBiscayne,Keynesianisch
den,Mai/Juni,im,Mai/Juni,Mai-Juni
durchgemacht,Maturazirkus,gesamten,Maturazirkus,Maturazeugnis
zur,Gorbatschow's,Besuch,Gorbatschows,Gorbatschows
derDDR,40erFeier,zur,40erFeier,weiterfeiern
-,derDDR,40erFeier,der DDR,der DDR
flüchteten,HUN,über,HUN,HIN
gingen,AUT,in,AUT,AU
Haider,blaubeschalte,der,blaubeschalte,blau beschalte
Waldheim,erinnerungslose,der,erinnerungslose,Erinnerungslose
Schon,rausrauchen,und,rausrauchen,ausrauchen
IN,Tschick,die,Schick,Schick
War,Tian'anen-Massaker,-,Tanninen,Kantianern-Massaker
Swan,White,im,White,Weite
River,Pearl,am,Pearl,Perl
und,River,Pearl,River,Raver
vor,Heidenrespekt,einen,Heidenrespekt,Heldenrespekt
mein,Marokko/Westsahara,Sudan,Marokko/Westsahara,Westsaharisch
verfolgt,lindenstraße,die,Ladenstraße,Lindenstraße
Ereignis,einprägendste,das,ein prägendste,ein prägendste
was,pampers,trug,pampers,Pampers
die,Niederwalzung,und,Niederwalzen,Niederwallung
in,Reformprozeß,den,Reformprozeß,Reformprozess
in,Tiananmen-Hohn,den,Tiananmen-Hohn,Tantiemen-Hohn
die,-Nachrichten,DDR,-Nachrichten,-nachrichten
-,Wenzelsplatz,am,Wenzels platz,Wenzelsplatz
jeder,Zwangsbeglückung,jeder,Zwangsbeglückung,Zwangsbeglücken
Gaaar,BMX-Rad,kein,BMX-Rad,BOX-Rad
so,Gaaar,BMX-Rad,Giaur,Aargau
war,cheaucescu,von,Ceausescu,aufscheuche
ereignis,pol,jenes,pol,Pol
das,ereignis,pol,Ereignis,Ereignis
zum,vorspiel,das,Vorspiel,vorspiele
des,gefühl,dem,Gefühl,Gefühl
in,botschaft,volle,Botschaft,Botschaft
kann,prag,in,Prag,Prag
durfte,liveschaltungen,viel,live Schaltungen,Resetschaltungen
schauen,zib2,mal,zib2,Zibebe
wie,genscher,dann,Genscher,Genscher
steht,balkon,den,Balkon,Balkon
spricht,flüchtlingen,den,Flüchtlingen,Flüchtlingen
nervlich,botschaftsgarten,im,botschaftsgarten,Botschaftsgarten
und,ungewissheit,in,Ungewissheit,Ungewissheit
geht,rest,der,rest,erst
und,jubel,in,Jubel,jubel
unter,emotionen,und,Emotionen,Emotionen
bis,Pieriestrojka,die,Perestroika,Perestroika
Und,be/UHhwdyNfwPQ,//youtu,bei,be/UHhwdyNfwPQ
und,Spreepiraten,die,Spreepiraten,Spreeseiten
und,Kinderfilme-,andere,Kinderfilme-,Kinderfilme
oder,text,und,text,Text
in,meeting,einem,meeting,Meeting
und,glaubich,Tor,glaublich,glaublich
einen,Friedrichsstrasse,in,Friedrichsstrasse,Friedrichstraße
Leider,abwatschen,mich,abwaschen,abwaschen
nichts,gegenideologie,die,gegen Ideologie,Gegenideologie
zu,sieg,diesem,sieg,Sieg
das,wirrkoepfe,wie,Wirrköpfe,Wirrköpfe
verkuendet,geschichte,der,geschichte,Geschichte
und,verkuendet,geschichte,verkündet,verkündet
sich,siegesrausch,im,siegesrausch,Siegesrausch
zu,allmachtsgefuehl,ein,allmachtsgefuehl,Allmachtsträume
dingen,bloszen,zu,bolzen,lieblosen
wurden,papiers,des,papiers,Papiers
pluendern,sieger,die,Sieger,Sieger
erlebt,pluendern,sieger,plündern,plündern
verkommenen,religion,zur,religion,Religion
erleben,liberalismus,verkommenen,Liberalismus,Liberalismus
^^,Fruchtwasseschwimmen,hauptsächlich,Fruchtwasseschwimmen,Fruchtwasserschwimmen
selber,geschichten,spannenden,Geschichten,Geschichten
der,schüler,war,Schüler,Schüler
bewusst,form,einer,form,Form
die,tirol,ländlichen,Tirol,Tirol
für,auswirkungen,die,Auswirkungen,Auswirkungen
gemacht,thema,zum,Thema,Thema
in,Nuclearkatastrophe,die,Nuclearkatastrophe,Nuklearkatastrophe
lehne,Befürworter/Lobbies,deren,Lobbys,Befürworterseite
Ich,Grausl,ein,Graus,Graus
endlich,Politik/Lobbies,dass,Lobbys,Politikerkreises
hat,zweiten´Grenzeinsatz,meinem,zweiten ´Grenzeinsatz,Weltranglistenzweite
e-mail,air-mail,oder,air-mail,fair-mail
-,schandmaul,e-mail,Schandmaul,Schandmaul
weg,monate,paar,Monate,Monate
gemacht,unsinn,die,Unsinn,Unsinn
war,australien,von,Australien,Australien
eine,zeitungen,den,Zeitungen,Zeitungen
und,zeilen,acht,Zeilen,zielen
gabs,metropolen,die,Metropolen,Metropolen
spiegel,wochenalte,gabs,wochenalte,hochhalten
in,spiegel,wochenalte,Spiegel,spiegel
noch,welt,alte,welt,Welt
war,rückkehr,meiner,Rückkehr,Rückkehr
einzufangen,stimmung,die,Stimmung,Stimmung
nach,Ungarnurlaub,ihren,Ungarnurlaub,Ungarnabwehr
wir,Ne,-,Ne,New
jetzt,Is',zurück,Is',Iss
mit,player,global,player,Player
gemacht,co,und,co,Co
anfing,ungarn,da,Ungarn,Ungarn
komplett,vorhang,den,Vorhang,vorsang
noch,ostdeutschland,dann,Ostdeutschland,Ostdeutschland
geöffnet,pforten,seine,Pforten,Pforten
beihilfer,ungarns,schon,Ungarns,Ungarns
zur,beihilfer,ungarns,Beihilfe,Beihilfe
-,meilenstein,ein,Meilenstein,Meilenstein
offenbar,schmähstad,eher,schmähstad,schmähst ad
Gewalt,emotialen,der,Emotionen,emotionalen
Ende,Geb,-,Geb.,Gen
1989,Okt,Ende,Okt,Kt
im,Bräunerstraße,der,Bräunerstraße,Brennerstraße
Trabis,knuddeligen,diese,nadeligen,knuddeligen
für,Visumpflicht,die,Visumpflicht,Visumspflicht
eingestellt,Westdeutchen,für,Westdeutschen,Westdeutschen
Brücke,Glienicker,der,Leinacker,Glienicker
genannt,'Spionenbrücke',auch,Spionen brücke,Pionierbrücke
über,Wessies,erste,Wessels,Wesirs
es,gabe,Dort,gäbe,Gabe
der,frequenz,die,Frequenz,Frequenz
so,a-mails,der,a-mails,-mails
-,nebensächlichkeit,jede,Nebensächlichkeit,Nebensächlichkeit
streicht,unesco,-,UNESCO,UNESCO
ball,wr,den,wer,er
oh,weltkulturerbe,dem,weltkulturerbe,Weltkulturerbe
wird,alert-nachricht,wichtigen,alert-nachricht,alert -nachricht
entsprechende,monat,pro,Monat,Monat
des,anfang,seit,Anfang,Anfang
kommt,jahres,des,Jahres,Jahres
bis,mail,eine,mail,Mail
perry,rick,nächste,rick,Trick
gibt,perry,rick,Petry,Jerry
erfordern,aufmerksamkeit,erhöhte,Aufmerksamkeit,Aufmerksamkeit
als,kraxlt,Mauer,kraxelt,kraxelt
of,wind,klingt,wind,Wind
the,follow,I,follow,Follikel
And,Moskva,the,Moskva,Moskwa
down,And,Moskva,And,Andy
Park,Gorky,to,Gorky,Gorki
to,Listening,Park,Listening,Listenring
night,summer,August,summer,Summer
Soldiers,night,summer,night,nicht
passing,Soldiers,night,Soldiers,Solddienst
by,passing,Soldiers,passing,Pasing
is,world,The,world,Worldcup
in,closing,is,closing,losging
you,did,And,did,die
think,ever,you,ever,Jever
That,think,ever,think,hinkt
we,That,think,That,Tat
could,we,That,we,weh
be,could,we,could,Coulomb
so,be,could,be,bei
like,close,so,close,lose
brothers,like,close,like,linke
The,brothers,like,brothers,Broichers
in,future's,The,future's,Futurist
I,air,the,air,fair
feel,can,I,can,van
it,feel,can,feel,feil
Blowing,everywhere,it,everywhere,reversiere
with,Blowing,everywhere,Blowing,Bowling
the,with,Blowing,with,wich
war,schad,change,Schad,schade
wenn,lied,ergreifendes,lied,leid
zeit,lust,die,lust,Lust
-,Eltern^^,meiner,Eltern^^,Eltern
spitze,Thread,dieser,Thread,Reader
und,geliked,und,Glied,Likedeeler
hat,geshared,und,Gebharde,geschart
sich,erinner,und,erinnern,erinner
ich,würd,Zeit,würd,würde
dessen,Ceaucescu,hingerichteten,Ceausescu,Würzsauce
Das,March,zur,March,Mark
und,freigeschalten,alle,freigeschalten,freigeschaltet
auf,pfeif,ich,pfeif,pfeife
-,MEINUGSFREIHEIT,ZUR,MEINUGSFREIHEIT,MEINUNGSFREIHEIT
-,newsletterservice,dieser,Newsletter Service,Newsletter
kommt,printausgabe,die,printausgabe,Printausgabe
-,österreich,in,Österreich,Österreich
ich,möcht,-,möcht,möchte
die,kleidung,grausliche,Kleidung,Kleidung
bleiben,fotos,die,Fotos,Fotos
und,papier,auf,papier,Papier
pre-facebook,jugend,meine,Jugend,Jugend
war,pre-facebook,jugend,pre-facebook,per-facebook
1,Cubakrise,war,Cuba Krise,Kubakrise
vor,Yom-Kipur-Krieg,6-Tage-Krieg,Myom,Vom-Kipur-Krieg
und,sass,Radio,sass,saß
hab,Begebeheiten,genaue,Begebenheiten,Begebenheiten
kann,Witzigerweise,könnte,Witzig erweise,Witzigerweise
Jahrzehnts,turbokapitalistischen,des,turbokapitalistischen,staatskapitalistischen
Zeitalter,beschi**ene,dieses,beschied,beschienene
epic,most,the,most,Most
fail,epic,most,epic,episch
in,fail,epic,fail,faul
-,history,in,history,Story
nachzulesen,wiki,in,wiki,Wiki
Riccardo,PK,der,PK,KP
Ehrmann,Riccardo,PK,Riccardo,Ricardo
von,Ehrmann,Riccardo,Ehrmann,Ehemann
der,ANSA,von,ANSA,ANSAH
einmal,RO,von,RO,ROH
hats,Ceausescu,aber,Ceausescu,Schmause
Namesti,Vaclavske,am,Vaclavs,Lavasockel
mitgenommen,Namesti,Vaclavske,Nahest,Amnestie
Havel,Vaclav,und,Vaclav,Lava
Dann,Melantrich,Verlags,Melantrich,Entlangstrich
Buch,ihm´s,Gebt,ihr's,ihm
Hab,laestig,unglaublich,lästig,lästig
los,Tiananmen,mit,Tiananmen,Tantiemen
um,Schulbuberl,ein,Schulbuberl,Schubertsche
1989,november,-,November,November
in,dinner,einem,dinner,Dinner
eine,sitznachbarin,meine,sitz Nachbarin,Sitznachbarin
aus,architektin,junge,Architektin,Architektin
weiß,belgrad,aus,Belgrad,Belgrad
kroatin,serbin,ob,Serbin,Serbin
oder,kroatin,serbin,Kroatin,Kroatin
allen,bosnierin,oder,Bosnierin,Bosnierin
würde,jugoslawiens,auflösung,Jugoslawiens,Jugoslawiens
freude,friede,alles,friede,Friede
eierkuchen,freude,friede,Freude,freute
der,eierkuchen,freude,Eierkuchen,Eierkuchen
in,umsturz,blutige,Umsturz,Umsturz
in,bürgerkrieg,blutiger,Bürgerkrieg,Bürgerkrieg
der,jugoslawien,in,Jugoslawien,Jugoslawien
kriegsverbrechen,säuberungen,ethnischen,Säuberungen,Säuberungen
und,kriegsverbrechen,säuberungen,Kriegsverbrechen,Kriegsverbrechen
einsatz,NATO-,und,NATO-,NANO-
-,einsatz,NATO-,Einsatz,Einsatz
-,Nukular,heißt,Unklar,Nuklear
und,kindergarten,im,kindergarten,Kindergarten
-,normalität,mich,Normalität,Normalität
geben,spätzünder,auch,Spätzünder,Spätzünder
=,dazufügen,automatisch,da zufügen,da zufügen
von,uterus,im,uterus,Uterus
-,mama,meiner,mama,Mama
lego,weltraum,hab,Weltraum,Weltraum
gespielt,lego,weltraum,Lego,Lego
in,Studentendemos,großen,Studentendemos,Studentendomes
1990,Jännertagen,ersten,Jänner tagen,Männertagen
d,Vorwahl/Rufnummer,nämlich,Vorwahl/Rufnummer,Vorwahl-Rufnummer
Ich,mitposten,fleißig,mitposten,Mitposten
Set,popliges,altes,popliges,poliges
habe,Montagsdemos,den,Montagsdemos,Montagsdomes
Weinviertel,nord-östlichsten,im,nord-östlichsten,nordöstlichsten
verschollen,6m,waren,6m,im
kann,rüberfahren,man,rüberfahren,überfahren
und,CR,dann,CR,ER
Man,SK,und,SK,SO
um,Breclav,in,Breslau,Reclam
köstliche,ATS,-,ATS,RATS
nach,Skoda/Trabi,ein,Skoda/Trabi,Kontrabassist
am,Kühlschrank/Waschmaschine/,mit,Kühlschrank/Waschmaschine/,Wasserstrahlschneidemaschine
den,soger,Teil,sogar,sorge
net/wp-content/uploads/2013/07/germany,worldcupbrazil,//www,worldcupbrazil,Worldcup
jpg,net/wp-content/uploads/2013/07/germany,worldcupbrazil,nett,Netscape-content/uploads/2013/07/germany
und,mitgefreut,einfach,mitgefreut,mit gefreut
Hymne,dt,die,da,dtv
-,Dimple,lg,Dimple,Simple
Arbeitern,Tschechoslovakischen,Folgejahren,Tschechoslowakischen,Tschechoslowakischen
In,Trubickys,Schaumrollen,Trucks,Trucksystem
werden,Volkschulen,und,Volkschulen,Volk schulen
aus,udgl,Mode,dgl.,Ludger
auf,Sandmännchenkosmos,dem,Sandmännchen Kosmos,Seehundmännchens
plötzlich,Kádár,Ära,Kadar,Kádár
-,Uljanow,Iljitsch,Uljana,Ljubljana
Polen,Tschechoslovakei,der,Tschechoslowakei,Tschechoslowakei
zu,Ausdrücke/Redewendungen,tschechische,Ausdrücke/Redewendungen,Auswandererbewegungen
tragen,Grpßmütter,fahren,Großmütter,Großmütter
und,Hornoptik,in,Hornoptik,Hirnoptik
Großväter,Filzpatscherl,und,Filzpatscherl,Fliegenpatsche
Tönen,Olivbisgrau,in,Olivbisgrau,Olivgrau
und,Schnürlsamthut,Tönen,Schnürlsamthut,Zusammenschnürt
zu,NaCl,jung,Nach,NaCl
die,Cafes,die,Cafes,Capes
17,Sonderstadl,Der,Sonderstadl,Sonderstadt
bringt,Cottbus/DDR,aus,Cottbus/DDR,Cottbuser
erinnern,Silvesterstadl,folgenden,Silvesterstadl,Silvesterstadt
und,Breschnew,Ära,Breschnew,Brechnews
Center,Notification,neue,Notification,Notifikation
_artikelIndex=6,at/1358305692982/Community-Ausblick,//derstandard,atz,at/1358305692982/Community-Ausblick
-,_artikelIndex=6,at/1358305692982/Community-Ausblick,Artikel Index,partikelgebunden
obwohl,Temesvar,aus,Telestar,Temeswar
Die,wüßten,Quartier,wüssten,wüssten
-,Grossartig,Wein,Großartig,Großartig
Bye,Good,Thema,Good,Gold
Lenin,Bye,Good,Bye,Byte
ich,Merde,-,Merdes,Erde
allein,Augerln,feuchte,Äugeln,Saugern
Danke,Rumänine,außer,Rumänien,Rumänien
Schewardnaze,Gorbi,Danke,Gobi,Gobi
und,Schewardnaze,Gorbi,Schewardnaze,Schwarzenbacher
-,kapputt,wieder,kaputt,kaputt
machen,Bakkarbeit,ihre,Lackarbeit,Bankarbeit
die,Teenagerzeit,späteren,Teenagerzeit,Teenager zeit
in,Fröcs,haben,Frycs,Frösche
für,Sopron,in,Sopron,Sopran
Die,Vierterl,das,Viertel,Viertel
das,Laufhaus,niveauvolles,Lauf haus,Laufhaus
war,Spät-Teenagerhörner,der,Spät-Teenagerhörner,Spät-Teenagelhörner
-,DDR-Slang,der,DDR-Slang,DDR-Lang
da,yepp,-,Hepp,Sepp
machen,g'scheit,und,gescheit,gescheit
verstopft,Mariahilferstraße,die,Mariahilferstraße,Kleinmarschierstraße
-,Dachl,am,Dach,Dach
de/shop/images/default_shop/PK-ZonengabyPK,titanic-magazin,//www,Titanic,Titanic-magazin
jpg,de/shop/images/default_shop/PK-ZonengabyPK,titanic-magazin,Shop,de/shop/images/default_shop/PK-ZonengabyPK
-,gematschkert,vielleicht,gematschter,geschmökert
schiefgeht,irgenwas,mal,irgendwas,irgendwas
Fam,tw,und,tlw.,tu
in,Fam,tw,Fam,Fan
U-Bahstationen,Strassenverlauf,dort,Straßenverkauf,Straßenverlauf
noch,U-Bahstationen,Strassenverlauf,Bahnstationen,U-Bahnstationen
faz,//media0,http,//media0,median
net/ppmedia/aktuell/sport/951276994/1,faz,//media0,FAZ,FAZ
1591826/default/1974-erfuellte-er-sich-mit-franz-beckenbauer-den-traum-in-muenchen-weltmeister-zu-werden,net/ppmedia/aktuell/sport/951276994/1,faz,nett,net/ppmedia/aktuell/sport/951276994/1
nur,kenn´ich,70er,Fennich,kenntlich
und,niergerissen,Mauern,niergerissen,niedergerissen
Altern,´s,haben,´s,es
Sau,is´a,Altern,Issa,Isar
du,postest,Warum,postest,prostest
-,magyarhilferstrasse,-,magyarhilferstrasse,Wasserstrahlsysteme
jobverlust,beziehung,ersten,Beziehung,Beziehung
reise,jobverlust,beziehung,Job Verlust,Jobverlust
haider,israel,durch,Israel,Israel
wird,haider,israel,Hader,Haider
neustart,landeshauptmann,wird,Landes Hauptmann,Landeshauptmann
in,neustart,landeshauptmann,Neustart,Neustart
ein,bundesland,anderem,Bundesland,Bundesland
und,tiananmen,beginnt,Tarnnamen,Tantiemen
das,grenzzaunstacheldrahtes,des,grenzzaunstacheldrahtes,Grenzzaunstacheldrahtes
im,Aufnahedienst,damals,Aufnahedienst,Aufnahmedienst
und,KH,im,KH,KG
von,Massenasturm,-,Massenasturm,Massenastrum
überwiegend,Gastarbeitersfrauen,von,Gastarbeiters Frauen,Gastarbeiterfrauen
mit,albanisch/mislimisch,also,muslimisch,albanischsprachig
etc,Hyperventilationstetanie,Weinkrämpfen,Hyperventilationstetanie,Hyperventilation
eine,Willkommenspakete,Mauer,Willkommenspakete,Willkommenstrunke
#Jahr1989,Hashtag,dem,Hastig,Hasstag
zu,Instagram,auf,Integrem,Martinstag
noch,Strassen,die,Strassen,Straßen
Der,Sat-Schüssel,eine,Sät,Saft-Schüssel
wo,Gstetten,eine,Gestatten,Gerstetten
oder,VoPos,der,Vopos,Topos
auch,Südtirol-Bumser,der,Südtirol-Bumser,Südtirol-Bumse
oder,hradu,na,Radu,Fahrrad
verstopft,Mahü,die,Maha,Mahr
überquert,Györ,nach,Gyor,Gör
was,Nitra,in,Nitra,Nitrat
infiziert,CEE-Virus,dem,CEE-Virus,SEE-Virus
war,hrad,na,hart,Grad
vlady,Konec,auch,Konen,Kolone
jedne,vlady,Konec,Lady,-lady
strany,jedne,vlady,jeden,jeden
Bei,strany,jedne,Strand,Strang
mu,Vratte,nämlich,Ratte,Tratte
tu,mu,Vratte,um,um
-,knihu,tu,Knight,Knilch
Einfluß,Gorbis,war,Gorkis,Gorkis
und,Einfluß,Gorbis,Einfluss,Einfluss
gestärkt,Solidarnos,die,Solid Arnos,Solidarfonds
War,galore,Kinderschänder,Galone,Regal
omen,est,Nomen,erst,esst
-,omen,est,Omen,Omen
-,HH,-,HH,EH
bzw,Newsroom,D-Mail,Newsroom,Newastrom
Ihres,Feedreader,oder,Feed Reader,Feldreader
des,RSS-Feed,den,RSS-Feed,Saas-Fee
Nach,Öffifahrt,freie,Öffifahrt,Schifffahrt
und,Trabi's,langsamen,Trabis,Trabis
stand,Bankomat,beim,Bankomat,Bankoma
Container-Wohneinheiten,aufmontierten,mit,aufmontierten,auf montierten
zu,VÖST-Baustelle,einer,VÖST-Baustelle,LÖST-Baustelle
-,de/1989/27/nachdenken-ueber-deutsche-e,zeit,über,nachdenkenswerten-ueber-deutsche-e
mitnehmen,Lappi,Problem,Lippi,Lappin
1983,sagma,Jahr,Sigma,sigma
lassen,beamen,1983,beamen,besamen
rot,threads,harmlosen,Thedas,Headset
-,oasch,schon,Oisch,rasch
für,Opuszahlen,-,Opus zahlen,Opuszahlen
finden,hinweis,keinen,Hinweis,hinwies
des,abonnent,als,Abonnent,Abonnent
nicht,zeitung,die,Zeitung,Zeitung
Hauptstraße,Simmeringer,der,Zimmeriger,Simmerringe
gab,A4,die,A4,Aa
zu,-Show,NVA-im-Stechschritt,-Show,-show
sehr,Strassenbild,das,Straßenbild,Straßenbild
und,flauchte,Übersiedlung,fauchte,flachte
werd,Tacheless,im,Tacheles,Tacheles
geimpft,Tetanuss,ich,Tetanus,Tetanus
voll,windel,volle,Windel,wilden
lätzche,bepatztes,voll,gepatztes,Besatzes
voll,lätzche,bepatztes,Lätzchen,Lätzchen
herrlich,schlafen/schreien/lachen,am,schlafen/schreien/lachen,schlachtentscheidenden
cmb,at/2000010725045/Kontakt-zum-STANDARD,//derstandard,atz,at/2000010725045/Kontakt-zum-STANDARD
-,Simpsons-Fan,ein,Simpsons-Fan,Simsons-Fan
möglich,Blöckesystems,des,Blocksystems,Steckersystem
höre,ÖVP,wähle,ÖVP,VPN
und,Formatradio,höre,Formatradio,Formastradio
-,flughafen,zum,Flughafen,Flughafen
ich,wüßte,entgegenkamen,wüsste,wüsste
kann,Userkonto,mein,Userkonto,Uferkonto
feststellen,letters,News,letters,Letters
getätigt,irrtüml,ich,Irrtum,irrtümlich
paloma,La,Tag,La,Lea
-,paloma,La,Palm,Palomar
hat,pampers,den,Papers,Pampers
zum,trend,abflauende,Trend,Trend
hat,vokuhila,zum,vokuhila,Vokabular
wieder,ossis,die,Bossis,Issos
bekommen,zulauf,massig,Zulauf,Zulauf
transdanubiens,gegenden,manchen,Gegenden,Gegenden
hat,transdanubiens,gegenden,transdanubiens,Transjordaniens
den,iun,Wiens,in,in
hätt,HS,Simmeringer,HS,HA
wählen,övp,aufs,von,VPN
in,Einschußlöcher,Wohnhauses,Einschusslöcher,Einschusslöcher
Anarchie,Nujo,-,Juno,Juno
