left context,original word,right context,Match Type,word correction,hun correction,Abkürzung,Eigenname,URL/Email,Englisch,Österreichisch
eine,möglichkeit,und,1,Möglichkeit,Möglichkeit,,,,,
ein,hamsterrad,sieht,3,Hamster Rad,Hamsterrad,,,,,
eine,leiter,aus,2,Leiter,leider,,,,,
sind,saucenschöpfer,mit,2,Saucen Schöpfer,herausschöpfen,,,,,
mit,schnabel,da,1,Schnabel,Schnabel,,,,,
die,sauce,rinnt,3,sauce,Sauce,,,,,
den,teller,-,3,teller,Teller,,,,,
geerbten,Gartenhäusls,komme,5,Gartenhäusls,Armenhäuslers,,,,,1
durch,Gemeidebau-Wohnung,50qm,3,Gemeindehaus,Gemeindebau-Wohnung,,,,,
der,boerse,to,2,Börse,Soerser,,,,,
boerse,to,runtergesaugt,4,tot,tot,,,,,
to,runtergesaugt,ein,3,runtergesaugt,runter gesaugt,,,,,
nettes,mountainbike,und,1,Mountainbike,Mountainbike,,,,,
um,10EUR/Monat,viele,2,10EUR/Monat,neunmonatig,,,,,
Heinz,Anderle,Freigeist,2,Andere,Enderle,,1,,,
sie,großteils,vom,2,Großteiles,großteils,,,,,
Marie,Jahoda,beschrieben,5,Jagoda,Idaho,,1,,,
naturwissenschaftlichen,Gebbieten,tätig,1,Gebieten,Gebieten,,,,,
Aber,insgesammt,ist,1,insgesamt,insgesamt,,,,,
einer,Latourisierungswelle,-,0,Latourisierungswelle,Säkularisierungswelle,,,,,
Gefühlsmäßig,geht's,mir,5,geht's,gehascht,,,,,
lang,ich's,kann,5,ich's,ich,,,,,
weitgehend,Zedrak,an,0,Zerdrück,Zeder,,,,,
http,//blog,oebb,0,Blog,Blog,,,1,,
//blog,oebb,at/fakten/oebbler-gehen-nicht-mit-50-in-pension/,0,ob,Ebbe,,,1,,
oebb,at/fakten/oebbler-gehen-nicht-mit-50-in-pension/,woher,0,atz,faktenorientierter-gehen-nicht-mit-50-in-pension/,,,1,,
-,ontopic,Computermaus,5,Topic,Octopin,,,,1,
bleiben,Dh,dass,5,Du,Eh,,,,,
doch,regular,-,3,regular,regulär,,,,,
Die,reisst,mehr,1,reißt,reißt,,,,,
Klingen,auseinanderdrückt,-,2,auseinanderdrückt,auseinanderrückt,,,,,
Ich,moechte,meine,1,möchte,möchte,,,,,
Registrierung,loeschen,Anscheinend,1,löschen,löschen,,,,,
desto,lieber/besser,mache,2,lieber/besser,Nesselfieber,,,,,
zu,komplikationen,wenn,1,Komplikationen,Komplikationen,,,,,
am,tisch,ist,3,tisch,Tisch,,,,,
den,Bankomaten,fällt,0,Bankomaten,Banktomaten,,,,,
man,gezwungenermassen,beim,1,gezwungenermaßen,gezwungenermaßen,,,,,
Bundesheer,unsynchronisiertes,Getriebe,5,synchronisiertes,einsynchronisiertes,,,,,
//www,linkshaenderberatungsstelle,de/folg,0,linkshaenderberatungsstelle,Auswandererberatungsstelle,,,1,,
linkshaenderberatungsstelle,de/folg,htm,0,de/folg,demzufolge,,,1,,
de/folg,htm,-,0,hat,HTML,,,1,,
Die,Lateralisation,von,5,Naturalisation,Materialisation,,,,,
wir,linkshänder,haben,1,Linkshänder,Linkshänder,,,,,
weniger,saukrallig,scheren,2,saukrallig,Sakralkönig,,,,,
scheren,beherrsch,ich,3,beherrsch,beherrsche,,,,,
den,alltag,gehts,1,Alltag,Alltag,,,,,
das,hirn,auf,1,Hirn,Hirn,,,,,
auf,trab,und,5,trab,brat,,,,,
und,beidfüssig,sein,1,beidfüßig,beidfüßig,,,,,
-,H&M-Herrenhosen,mit,2,H&M-Herrenhosen,HÄM-Herrenhosen,1,,,,
das,Stäbchenhalten,einmal,2,Stäbchenhalten,Stäbchen halten,,,,,
unterwegs,rot=links,grün=rechts,2,rot=links,linkstotal,,,,,
rot=links,grün=rechts,-,2,grün=rechts,Grabungsrechts,,,,,
als,GWD,-,2,GWD,GWH,1,,,,
noch,messer,vom,1,Messer,Messer,,,,,
vom,fischbesteck,habe,1,Fischbesteck,Fischbesteck,,,,,
falschen,seite,-,1,Seite,Seite,,,,,
-,Weiss,jemand,5,Weiss,Weise,,,,,
man,Kaffeehäferl,für,5,Kaffeetafel,Kaffeewärmer,,,,,1
die,Sparschäler,da,3,Spar schaler,Sparschäler,,,,,
//www,linkshaender,de/a_lnk_produkte_details,0,Linkshänder,linksdrehender,,,1,,
linkshaender,de/a_lnk_produkte_details,html,0,de/a_lnk_produkte_details,Naturprodukteherstellers,,,1,,
de/a_lnk_produkte_details,html,artikelnr=lnk01-10250,0,html,HTML,,,1,,
html,artikelnr=lnk01-10250,-,0,Artikeln,Lexikonartikel-10250,,,1,,
Ärgerliche,Rechtshänderprodukte,*,2,Rechtshänder Produkte,Rechtshändlerprodukte,,,,,
einseitiger,Schnaupe,links,0,Schnaupe,Schnauze,,,,,
alle,elektr,Handwerkzeuge,1,elektr.,elektr.,1,,,,
Bohrer,Flex,etc,2,Flex,Ilex,,,,,
öst,Emaillehersteller,wegen,2,Emaille Hersteller,Spielehersteller,,,,,
ganz,easy,-,2,easy,Ecstasy,,,,1,
dem,StG,rechts,0,Steg,EStG,,,,,
auch,golf,Links,3,golf,Golf,,,,,
eine,beeinträchtigung,erlebt,1,Beeinträchtigung,Beeinträchtigung,,,,,
der,füllfeder,aber,5,füllender,füll feder,,,,,
im,gegenteil,wir,2,Gegenteil,gegen teil,,,,,
sogar,vorteile,-,2,Vorteile,voreile,,,,,
-,autofahren,->,1,Autofahren,Autofahren,,,,,
-,gitarre,->,1,Gitarre,Gitarre,,,,,
die,akkorde,-,1,Akkorde,Akkorde,,,,,
-,bowling,->,3,bowling,Bowling,,,,,
linker,ölfilm,hält,1,Ölfilm,Ölfilm,,,,,
-,skateboard,und,3,skateboard,Skateboard,,,,,
und,snowboard,wir,3,snowboard,Snowboard,,,,,
diese,Espressoheferln,die,2,Espressoheferln,Espressomaschinen,,,,,1
absolute,Sauklau,mit,5,Säkula,Sau klau,,,,,
Links,transkipiert,und,1,transkribiert,transkribiert,,,,,
Rechts,-obwohl,wir,2,-obwohl,obwohl,,,,,
Schuhbänder,richt,zu,0,richte,riecht,,,,,
ein,Augenschmauss,-,1,Augenschmaus,Augenschmaus,,,,,
//www,ikea,com/at/de/catalog/products/70149465/,0,Ikea,Ikea,,,1,,
den,Rechtsgelenkten,sind,2,Rechtsgelenkten,Rechts gelenkten,,,,,
der,Schaltküppel,ist,1,Schaltknüppel,Schaltknüppel,,,,,
//www,sueddeutsche,de/kultur/bildstrecke-bin-laden-jolie-und-einstein-prominente-linkshaender-1,0,süddeutsche,süddeutsche,,,1,,
sueddeutsche,de/kultur/bildstrecke-bin-laden-jolie-und-einstein-prominente-linkshaender-1,93361-8,0,de/kultur/bildstrecke-bin-laden-jolie-und-einstein-prominente-linkshaender-1,Kulturheidelbeerstrauch-bin-laden-jolie-und-einstein-prominente-linkshaender-1,,,1,,
Highlights,Jolie,Einstein,1,Jolie,Jolle,,1,,,
Das,Lowlight,Bin,5,Loslacht,Lightshow,,,,1,
nicht,allzuviel,Wirkung,1,allzu viel,allzu viel,,,,,
an,Ungustln,ungefähr,0,Ungunsten,Ungunst,,,,,
keinen,Fuss,ball,1,Fuß,Fuß,,,,,
Fuss,ball,könnte,3,ball,Ball,,,,,
wöchentlichen,kultir,newsletter,1,Kultur,Kultur,,,,,
kultir,newsletter,würde,3,newsletter,Newsletter,,,,,
können,Gehts,um,5,Gehst,Gents,,,,,
meine,vwa,über,5,via,via,1,,,,
dieses,them,und,2,Thema,Themse,,,,,
wissen,wieviele,zb,5,wievielte,wievielte,,,,,
wieviele,zb,nicht,5,zu,ab,1,,,,
ein,fernrohr/,eine,2,Fernrohr,Visierfernrohr,,,,,
eine,kamera,schauen,1,Kamera,Kamera,,,,,
angelernt,grün=,alles,2,grün=,grün,,,,,
beim,Gitarrespielen,ein,1,Gitarre spielen,Gitarre spielen,,,,,
-,Weiters,lästig,2,Weiteres,Wetters,,,,,
genialen,Linkshand-Schweizermesser,mit,2,Linkshand-Schweizermesser,Linkshand-Schweizergasse,,,,,
andersrum,gewendeltem,Korkenzieher,5,gewandeltem,gewendeltem,,,,,
usw,usf,-,2,usf.,Usus,1,,,,
//www,lafueliki,de/haushaltswaren/links-und-rechtshaender-sossenkelle,0,lafueliki,ladylike,,,1,,
lafueliki,de/haushaltswaren/links-und-rechtshaender-sossenkelle,html,0,Haushaltswaren,Delikatesswarenhandlung-und-rechtshaender-sossenkelle,,,1,,
de/haushaltswaren/links-und-rechtshaender-sossenkelle,html,-,0,Hotel,HTML,,,1,,
-,youp,-,0,Yous,Coup,,,,,
Irgendjemand,erfahrungen,-,1,Erfahrungen,Erfahrungen,,,,,
mein,newsletter-abo,abmelden,5,newsletter-abo,Newsletter-abo,,,,,
mit,Schnabl,auf,1,Schnabel,Schnabel,,,,,
sind,mMn,Dosenöffner,0,man,min,,,,,
-,Ojaaaa,die,0,Jaana,Ojaaaa,,,,,
der,Bevölkerungeher,bei,1,Bevölkerung eher,Bevölkerung eher,,,,,
html,artikelnr=lnk01-10279,Diese,0,Artikeln,Lexikonartikel-10279,,,1,,
alle,rechtshänder,sind,1,Rechtshänder,Rechtshänder,,,,,
der,sicht,ihres,2,Sicht,siecht,,,,,
ihres,gegenübers,-,1,Gegenübers,Gegenübers,,,,,
bzw,symetrisch,dreh-,1,symmetrisch,symmetrisch,,,,,
und,Funkenschürzen,Selbst,0,Funkenschürzen,Funken schürzen,,,,,
zwar,rechtsfuß,habe,3,rechtsfuß,Rechtsfuß,,,,,
als,kind,viel,1,Kind,Kind,,,,,
besser,tore,schieße,2,Tore,rote,,,,,
schwache,fuß,ist,3,fuß,Fuß,,,,,
gibt's,net,viel,5,nett,et,,,,,1
mein,Nunchaku,für,0,Nachhake,Chanukka,,,,,
Die,Meinl-Häferln,sind,5,Hafern,Mein-Häferln,,,,,1
geben,tät,kein,5,tät,rät,,,,,
einer,Linkshänderschere,auch,5,Linkshänder schere,Linkshänder schere,,,,,
mit,Linkshänderprodukten,umgibt,2,Linkshänder Produkten,Linkshändlerprodukten,,,,,
man,sih,quasi,4,sieh,sieh,,,,,
dominierenden,Rechtshänderwelt,ab,2,Rechtshänder Welt,Rechtshändlerwelt,,,,,
das,Linkshändertum,ein,2,Linkshändertum,Linkshänder,,,,,
mir,hat's,nicht,5,hat's,satthat,,,,,
ich,merk's,nicht,5,Merks,Merkurs,,,,,
//i,imgur,com/9kTluTI,0,im Gur,immatur,,,1,,
imgur,com/9kTluTI,gif,0,vom,com/9kTluTI,,,1,,
com/9kTluTI,gif,-,0,gib,gis,,,1,,
-,Yep,same,5,Yen,Yen,,,,1,
Yep,same,here,2,same,Same,,,,1,
same,here,Treffer,5,Heer,hehre,,,,1,
einem,Kind/Jugendlichen,verursacht,2,Kind/Jugendlichen,Jugendfreundlichen,,,,,
ein,Heferl,halten,5,Hafer,Helfer,,,,,1
//derstandard,at/Newsletter,-,0,at/Newsletter,Newsletter,,,1,,
Johann,Radakovits,-,5,Radiolits,Radioaktiv,,1,,,
So,true,-,4,treu,treu,,,,1,
der,Händigkeit,zusammen,5,Händiget,Behändigkeit,,,,,
Antrieb,Regular,=,2,Regular,Regula,,,,,
auch,e8in,Lispelproblem-,3,e8in,ein,,,,,
e8in,Lispelproblem-,hat,5,Lispelproblem-,Lispel problem-,,,,,
und,Monoschi,gegeben,0,Mono Schi,Mondschi,,,,,
wikipedia,org/wiki/Monoschi,-,0,org.,org/wiki/Monoschi,,,1,,
meiner,linkshändigkeit,sobald,1,Linkshändigkeit,Linkshändigkeit,,,,,
alte,drachen,von,1,Drachen,Drachen,,,,,
rechtshändigen,kinder,sind,1,Kinder,Kinder,,,,,
oder,speer,z,1,Speer,Speer,,,,,
von,rechtshändern,auf,1,Rechtshändern,Rechtshändern,,,,,
allerdings,wahnsinn,finde,1,Wahnsinn,Wahnsinn,,,,,
das,trara,das,0,trara,tragbar,,,,,
ersten,schreibübungen,aufgeführt,1,Schreibübungen,Schreibübungen,,,,,
der,stift,in,1,Stift,Stift,,,,,
kommst,haltung,ansonsten,1,Haltung,Haltung,,,,,
linkshänder,tools,eher,1,Tools,Tools,,,,1,
überflüssig,brotmesser,und,1,Brotmesser,Brotmesser,,,,,
mal,ausgenomme,-,1,ausgenommen,ausgenommen,,,,,
einen,bleistiftspitzer,für,1,Bleistiftspitzer,Bleistiftspitzer,,,,,
das,schraubgewinde,des,3,Schraubenwinde,Schraubgewinde,,,,,
des,deckels,in,1,Deckels,Deckels,,,,,
hatte,dh,ich,5,du,de,1,,,,
den,deckel,beim,2,Deckel,deckle,,,,,
das,ding,nicht,3,ding,Ding,,,,,
die,späne,und,3,späne,Späne,,,,,
der,bleistiftstaub,rausfallen,3,bleistiftstaub,Bleistiftstaub,,,,,
bleistiftstaub,rausfallen,sehr,2,rausfallen,ausfallen,,,,,
den,produzenten,das,1,Produzenten,Produzenten,,,,,
die,lust,am,1,Lust,Lust,,,,,
anderem,Dart,und,5,Darrt,Darts,,,,1,
gestrengen,VS-Lehrerin,nicht,2,VS-Lehrerin,VS.-Lehrerin,,,,,
auf,Rechthänder,umgeschult,1,Rechtshänder,Rechtshänder,,,,,
links,Wurfhand,-,3,Wurf Hand,Wurfhand,,,,,
eine,A4-Seite,mit,2,A4-Seite,Aa-Seite,1,,,,
links,aussen,sitzen,3,Außen,außen,,,,,
Vorposten,geb',ich,3,geb.,gebe,,,,,
das,kleckerfreie,benutzen,5,Klecker freie,klecker freie,,,,,
jahren,probleme,mit,1,Probleme,Probleme,,,,,
scheren,besondes,stoff,1,besonders,besonders,,,,,
besondes,stoff,schneiden,1,Stoff,Stoff,,,,,
Goofy,foot,means,5,Foto,fort,,,,1,
foot,means,right,4,meins,meins,,,,1,
means,right,foot,5,riecht,Fight,,,,1,
foot,forward,on,5,Forward,fortwarf,,,,1,
on,your,snowboard,5,Youri,Tour,,,,1,
your,snowboard,-,1,Snowboard,Snowboard,,,,1,
so,wie´s,die,5,wie´s,wies,,,,,
verschiedensten,Lehrkräftinnen,so,5,Lehrkräftinnen,Leuchtkräftigen,,,,,
da,brauchts,ja,4,brauchst,brauchst,,,,,
wirklichen,Linkshändergitarren,ist,2,Linkshänder Gitarren,Linkshändlergitarren,,,,,
mein,grösster,feind,1,größter,größter,,,,,
der,dosenöffner,D,1,Dosenöffner,Dosenöffner,,,,,
Seite,dazuklappbarem,Tisch,1,dazu klappbarem,dazu klappbarem,,,,,
sind,füchertlich,und,3,fachärztlich,fürchterlich,,,,,
Da,staun,ich,3,staun,staune,,,,,
Rechtshänder,ises,mir,4,iss,iss,,,,,
den,HC,Strasse,0,HC,HOC,1,,,,
HC,Strasse,-,1,Straße,Straße,,,,,
Zähneputzen,IPod,Bedienen,2,IPod,Iod,,1,,,
grobmotorische,Ballwerfen,Werkzeugbenutzung,2,Ballwerfen,Ball werfen,,,,,
bis,auf's,Schreiben,1,aufs,aufs,,,,,
auf,Lefty-Modellen,Den,5,Luft,Oleftal-Modellen,,,,,
paar,Lefty-Gitarren,da,5,Luft,Oleftal-Gitarren,,,,,
die,Rickenbacker,muss,0,Rickenbacker,Krickenbecker,,,,,
werfen,mausen,Führungshand,0,mausen,mauen,,,,,
links,Lechts,und,0,Luchts,Lechs,,,,,
und,rinks,zu,0,rings,Drinks,,,,,
Volksschule,Nägelbeißer,Ich,2,Nägel Beißer,Begeißelter,,,,,
nur,unxundes,Zeug,4,unrundes,unrundes,,,,,
und,Derlehrerwirdschonwissenwasertut,nichts,0,Derlehrerwirdschonwissenwasertut,Atmosphärenwissenschaftler,,,,,
nur,computermaus,ist,3,computermaus,Computermaus,,,,,
manchmal,links^^,-,2,links^^,links,,,,,
und,drauflosgestrickt,-,3,drauflosgestrickt,drauflos gestrickt,,,,,
damals,mot,dem,3,Mut,mit,,,,,
vorhanden,Süßigkeitsverpackungen,die,5,Süßigkeitsverpackungen,Gegenseitigkeitsversicherungen,,,,,
bin,linkshänderin,und,1,Linkshänderin,Linkshänderin,,,,,
und,zerkugle,mich,0,zerknülle,zerkleiner,,,,,
rechtshändige,gäste,kurz,2,Gäste,sägte,,,,,
vorm,laptop,sitzen,1,Laptop,Laptop,,,,,
kabellose,maus,bedienen,3,mause,Maus,,,,,
mit,rechtshänderscheren,in,5,Rechtshänder scheren,Rechtshändern,,,,,
eine,linkshänderschere,gekauft,5,Linkshänder schere,Linkshänder,,,,,
einer,rechtshänderschere,schneiden,5,Rechtshänder schere,Rechtshänder,,,,,
gerade,linie,zustande,1,Linie,Linie,,,,,
einem,topf,umrühre,3,topf,Topf,,,,,
Dick,Dale,spielt,2,Dale,Deal,,1,,,
Steve,Miller,Band,2,Miller,Mille,,1,,,
legendären,Risotto-Thread,posten,2,Risotto-Thread,Risotto-Reader,,1,,1,
Schreiben,funkitonierte,einwandfrei,1,funktionierte,funktionierte,,,,,
auch,ohnen,verwischen,2,ohne,honen,,,,,
ich,spiegelverkerht,schrieb,1,spiegelverkehrt,spiegelverkehrt,,,,,
Die,Lerhrerin,war,1,Lehrerin,Lehrerin,,,,,
war,natülich,nicht,1,natürlich,natürlich,,,,,
Microsoft,Win,7,4,Wien,Wien,1,,,,
einzige,trumm,das,5,trimm,krumm,,,,,
der,rechtshänder-variante,sehr,5,Rechtshänder,Rechtshänder-variante,,,,,
zum,amüsement,meiner,1,Amüsement,Amüsement,,,,,
Anders,lernen's,die,4,Lernens,Lernens,,,,,
//www,linkshaendershop,at/13-dosenoeffner,0,linkshaendershop,Linkshegelianer,,,1,,
linkshaendershop,at/13-dosenoeffner,-,0,atz,at/13-dosenoeffner,,,1,,
Streicher,Weils,alle,5,Weils,Wels,,,,,
anstellt,vorallem,beim,1,vor allem,vor allem,,,,,
Rechtshänder,-Schere,kann,2,-Schere,-schere,,,,,
bestätigen,Blööööd,-,3,Blööööd,Blöd,,,,,
posten,mom,130,0,Myom,mm,,,,,
einen,laaaaangen,Weg,5,laaaaangen,langgegangen,,,,,
Nagel,reinschlagen,müsste,2,reinschlagen,einschlagen,,,,,
-,linksgesteuerte,autos,3,linksgesteuerte,links gesteuerte,,,,,
linksgesteuerte,autos,sind,1,Autos,Autos,,,,,
-,lenkrad,rechte,1,Lenkrad,Lenkrad,,,,,
-,gangschaltung,&,1,Gangschaltung,Gangschaltung,,,,,
&,radio,und,2,Radio,ratio,,,,,
wozu,automatik,-,1,Automatik,Automatik,,,,,
eines,linkshänders,nix,1,Linkshänders,Linkshänders,,,,,
sollte,eig,immer,2,eig.,geig,1,,,,
richtig,patschert,außer,0,patschert,Patsche,,,,,1
Rechts,Oo,-,0,Zoo,Eo,,,,,
-,aso,danke,5,also,so,,,,,
vorhandene,Rechtshänderstruktur,gefügt,2,Rechtshänder Struktur,Rechtshändlerstruktur,,,,,
Schnur,strukturentsprechend,rechtshändig,2,strukturentsprechend,strukturunterbrechend,,,,,
Schnur,intiutiv,linkshändig,1,intuitiv,intuitiv,,,,,
vorne,aka,weiter,5,akad.,Oka,,,,,
am,PC/iThing,die,5,Thing,Phishing,,,,1,
die,Maus/das,Touchpad,2,Maus/das,Masadas,,,,,
Beim,motorradfahren,ists,3,motorradfahren,Motorradfahren,,,,,
einer,grottigen,handschrift,5,grätigen,großartigen,,,,,
grottigen,handschrift,keine,1,Handschrift,Handschrift,,,,,
am,pc,mit,3,PCs,PC,,,,,
einem,_funktionierenden_,RSS,2,_funktionierenden_,nichtfunktionierend,,,,,
RSS,Feed,Ich,2,Feed,Fee,,,,1,
die,Headlines,via,2,Headlines,Deadlines,,,,1,
für,dne,Rest,1,den,den,,,,,
Warum,kanns,nicht,5,kannst,kann,,,,,
die,vollkständigen,Artikel,1,vollständigen,vollständigen,,,,,
Gern,geschah's,-,4,geschah,geschah,,,,,
-,melange,im,1,Melange,Melange,,,,,
im,cafe-museum,so,5,Café,Safe-museum,,,,,
haben,tassen,mit,1,Tassen,Tassen,,,,,
gedrehten,henkel,der,1,Henkel,Henkel,,,,,
-,Ausm,Fenster,5,Aus,Aus,,,,,
-,-Videospielen,in,2,-Videospielen,-videospielen,,,,,
rechts,-StG,77,0,Steg,EStG,,,,,
wurscht,-Mittelfeld,beim,2,-Mittelfeld,-mittelfeld,,,,,
beim,Wuzzeln,Geniale,2,Wuzeln,Wurzeln,,,,,1
Fernschüsse,-Medikamentenschachteln,Immer,2,-Medikamentenschachteln,-medikamentenschachteln,,,,,
geöffnet,-Scheren,Probleme,2,-Scheren,-scheren,,,,,
Grifflöchern,-Lese,Zeitungen,2,-Lese,Lese-,,,,,
vorne,-Besitze,keine,2,-Besitze,-besitz,,,,,
Löschblätter,vertrbraten,hab,5,vertrauten,Vertebraten,,,,,
sehen,ob's,schnell,5,ob's,Obus,,,,,
beim,drehfußball,ist,3,Dreh Fußball,Drehfußball,,,,,
die,problematik,mittetore,1,Problematik,Problematik,,,,,
problematik,mittetore,zählen,5,Mitte Tore,Mitterndorf,,,,,
dem,tormann,umso,1,Tormann,Tormann,,,,,
-,carpeDiem,-,0,carpeDiem,Picardie,,,,,
kleine,benachteiligungen,im,1,Benachteiligungen,Benachteiligungen,,,,,
oder,turnunterricht,oder,1,Turnunterricht,Turnunterricht,,,,,
oder,gerätetechnisch-,aber,2,gerätetechnisch-,gerätetechnisch,,,,,
eigenen,unterrichtstätigkeit,natürlich,3,Unterricht Stätigkeit,Unterrichtstätigkeit,,,,,
die,linkshänderscheren,anschafft,5,Linkshänder scheren,Kinderschänderringen,,,,,
das,klischee,mit,1,Klischee,Klischee,,,,,
der,kreativität,trifft,1,Kreativität,Kreativität,,,,,
die,gehirnhälften,bzw,1,Gehirnhälften,Gehirnhälften,,,,,
deren,nutzung,bezogen,1,Nutzung,Nutzung,,,,,
beides,touchpad,links,3,touchpad,Touchpad,,,,1,
alle,musikinstrumente,wie,1,Musikinstrumente,Musikinstrumente,,,,,
einen,linkshänderbass,probiert,5,Linkshänder bass,Linkshänders,,,,,
schnell,umgewohnt,was,2,umgewöhnt,ungewohnt,,,,,
vorwissenschaftliche,arbeit,bestandteil,1,Arbeit,Arbeit,,,,,
arbeit,bestandteil,der,1,Bestandteil,Bestandteil,,,,,
neuen,reifeprüfung,-,1,Reifeprüfung,Reifeprüfung,,,,,
ich,finds,gut,5,Fonds,finde,,,,,
psychischen,erkrankungen,neigend,1,Erkrankungen,Erkrankungen,,,,,
dürfen,btw,ich,5,bzw.,BTX,1,,,1,
wen,störts,Dafür,4,störst,störst,,,,,
Mit,Lefties,-Geräten,5,Luftiges,Softies,,1,,1,
Lefties,-Geräten,-,2,-Geräten,-geräten,,,,,
Schere,Erdäpfelschäler,etc,2,Erdäpfelschäler,Kartoffelschäler,,,,,1
Da,solltem,an,1,sollten,sollten,,,,,
Greis,geoutet,-,2,geoutet,geroutet,,,,1,
sind,Rechtshänderkaffeehäferln,-,2,Rechtshänderkaffeehäferln,Rechtshändern,,,,,1
muss,eine/r,umdenken,2,eine/r,einer,,,,,
die,Gaußsche,Glockenkurve,3,Gautsche,Gaußsche,,1,,,
Medikamentenschachteln,hams,mir,5,Häms,Chams,,,,,
kleinen,Schreibplatform,rechts,3,Schreibplatform,Schreibplattform,,,,,
Abgeschrägte,Pfannenwender,Kuchengabeln,2,Pfannenwender,Pfannenränder,,,,,
Fischmesser,Stielkasserolen,mit,2,Stielkasserolen,Kasserollen,,,,,
lassen,hermann,-,1,Hermann,Hermann,,,,,
-,häklen,und,1,häkeln,häkeln,,,,,
diese,unterschriften-pads,sind,5,unterschriften-pads,unterschritten-pads,,,,,
die,stifthalter,sind,3,Statthalter,Stifthalter,,,,,
gefühlte,3mm,von,2,3mm,mm,,,,,
der,trennwand,entfernt,1,Trennwand,Trennwand,,,,,
eine,unterschrift,die,2,Unterschrift,unterschritt,,,,,
diese,Linkshänderblöcke,sind,5,Linkshänder blocke,Linkshändlerblöcke,,,,,
Normalen,Rechtshänderblock,einfach,2,Rechtshänder Block,Rechtshänder block,,,,,
pornographische,Rechtshänderbevorzugung,denn,2,Rechtshänder Bevorzugung,Rechtshändlerbevorzugung,,,,,
Anus,detto,Die,0,desto,desto,,,,,
der,Masturbationshand,bleibt,2,Masturbationshand,Masturbation,,,,,
auf,linksauswurf,umstellen,3,links Auswurf,Linksauswurf,,,,,
Beifahrerin,freibleibt,-,3,freibleibt,frei bleibt,,,,,
-,Sch,Maus,0,Schi,Sh,,,,,
mit,Pad,-,2,Pad,Ad,,,,1,
angebrachten,Auswurfverdeckungsdeckels,bringt,0,Auswurfverdeckungsdeckels,Verdeckungsberechnung,,,,,
drehen,Etc,Etc,2,Etc.,Esc,1,,,,
beim,Händeverschränken,Daran,1,Händeverschränken,Hände verschränken,,,,,
die,wissenschafts,Informationen,3,Wissenschaft,wissenschafts-,,,,,
Informationen,gewäsen,nun,1,gewesen,gewesen,,,,,
n,-Teller-Messer,Dessertbesteck,2,-Teller-Messer,-teller -messer,,,,,
-Teller-Messer,Dessertbesteck,er,2,Dessertbesteck,Dessertmesser,,,,,
-,JEDESMAL,zefix,3,JEDESMAL,JEDES MAL,,,,,
JEDESMAL,zefix,Also,0,Zervix,gefixt,,,,,
den,patscherten,Rechtshändern,0,patscherten,plätscherten,,,,,
Bank,Jedesmal,eine,2,Jedes Mal,Jedes mal,,,,,
die,Schalterdame,höflich,2,Schalterdame,Schalterdsame,,,,,
entsprechend,durch-,gestanzt,2,durch-,durch,,,,,
entfernten,Hakerln,immer,4,Hakeln,Hakeln,,,,,1
Hand,geschichter,bevorzugter,4,geschichtet,geschichtet,,,,,
ist,evtl,auch,1,evtl.,evtl.,1,,,,
und,Trackpoint,links,5,Track Point,Checkpoint,,,,1,
eine,sauklaue,und,5,säkulare,klaue,,,,,
an,bedeutung,verloren,1,Bedeutung,Bedeutung,,,,,
Der,LöffeL,und,1,Löffel,Löffel,,,,,
die,GabeL,auf,1,Gabel,Gabel,,,,,
das,MesseR,auf,3,Messers,Messer,,,,,
-,Selfie,nur,3,Elfie,Selfie,,,,1,
einfach,gabel,und,2,Gabel,gabel,,,,,
rotes,Stricherl,Naja,5,Stricheln,Stricherle,,,,,1
Naja,wennst,meinst,4,weinst,weinst,,,,,1
Dessertlöffel,denken-,daran,2,denken-,denken,,,,,
noch,umtrainiert,Wie,4,untrainiert,untrainiert,,,,,
Das,Eßmesser,führen,3,Ermesse,Essmesser,,,,,
aber,trackpad,NUR,5,trackpad,Trackball,,,,1,
Hammer,Schrubendreher,Tennisschläger,1,Schraubendreher,Schraubendreher,,,,,
Links,Händer,immer,5,Händler,Hände,,,,,
Maus,bedieden,usw,1,bedienen,bedienen,,,,,
Null,problemo,-,5,Probleme,problem-,,,,,
ziemlich,'awkward',Wenn,5,Award,Dankwarderode,,,,1,
versuche,It,takes,5,Ist,IT,,,,1,
It,takes,longer,5,Takes,Taktes,,,,1,
takes,longer,and,5,longier,langer,,,,1,
and,feels,like,4,Fels,Fels,,,,1,
feels,like,somebody,5,licet,linke,,,,1,
like,somebody,else,2,somebody,Endosome,,,,1,
somebody,else,-,5,Else,lese,,,,1,
dem,feuerzeug,sollten,2,Feuerzeug,feuer zeug,,,,,
brauche,Linkshänderscheren,Mit,4,Linkshänder scheren,Linkshänder scheren,,,,,
fast,ales,mit,5,Ales,als,,,,,
die,RH,üben,0,RH,EH,,,,,
//i57,tinypic,com/2evyxio,0,tinypic,Titanic,,,1,,
tinypic,com/2evyxio,jpg,0,vom,com/2evyxio,,,1,,
ihre,veranlagung,zuhause,1,Veranlagung,Veranlagung,,,,,
die,öffentlichkeit,damit,1,Öffentlichkeit,Öffentlichkeit,,,,,
normale,menschen,verlangen,1,Menschen,Menschen,,,,,
in,bezug,auf,1,Bezug,Bezug,,,,,
normale,minderheiten,solche,1,Minderheiten,Minderheiten,,,,,
solche,sprüche,loslassen,1,Sprüche,Sprüche,,,,,
